"Location","Activity ID","Activity Name","Start Date","Finish Date","Duration"
"SSS","CN-F-Z01.EYD.S14.USS-14.550","Term & Torque MV Feeder from EY05-SWGR-SSS-F to EY05-SWGR-RMU-14 at EY05-SWGR-SSS-F","2025-09-16","2025-09-30","80"
"SSS","CN-F-Z01.EYD.S14.USS-17.556","Term & Torque MV Feeder from EY05-SWGR-SSS-F to EY05-SWGR-RMU-17 at EY05-SWGR-SSS-F","2025-09-16","2025-09-30","80"
"SSS","CN-F-Z01.EYD.S14.SSS-F.562","Term & Torque MV Feeder from EY05-SWGR-SSS-F to EY05-SWGR-RMU-20 at EY05-SWGR-SSS-F","2025-09-16","2025-09-30","80"
"SSS","CN-F-Z01.EYD.S14.SSS-F.568","Term & Torque MV Feeder from EY05-SWGR-SSS-F to EY05-SWGR-RMU-23 at EY05-SWGR-SSS-F","2025-09-16","2025-09-30","80"
"SSS","CN-F-Z01.EYD.S14.SSS-F.574","Term & Torque MV Feeder from EY05-SWGR-SSS-F to EY05-SWGR-RMU-26 at EY05-SWGR-SSS-F","2025-09-16","2025-09-30","80"
"USS YARD","CX-F-Z01.EYD.S14.L2.656","L2 QC Electrical Install-EY05-XFMR-USS-2","2025-09-16","2025-09-18","16"
"USS YARD","CX-F-Z01.EYD.S14.L2.659","L2 QC Electrical Install-EY05-XFMR-USS-3","2025-09-16","2025-09-18","16"
"USS YARD","CX-F-Z01.EYD.S14.L2.662","L2 QC Electrical Install-EY05-XFMR-USS-4","2025-09-16","2025-09-18","16"
"USS YARD","CX-F-Z01.EYD.S14.L2.665","L2 QC Electrical Install-EY05-XFMR-USS-5","2025-09-16","2025-09-18","16"
"USS YARD","CX-F-Z01.EYD.S14.L2.666","L2 QC Electrical Install-EY05-SWGR-USS-5","2025-09-16","2025-09-18","16"
"USS YARD","CX-F-Z01.EYD.S14.L2.668","L2 QC Electrical Install-EY05-XFMR-USS-6","2025-09-16","2025-09-18","16"
"USS YARD","CX-F-Z01.EYD.S14.L2.671","L2 QC Electrical Install-EY05-XFMR-USS-7","2025-09-16","2025-09-18","16"
"USS YARD","CX-F-Z01.EYD.S14.L2.674","L2 QC Electrical Install-EY05-XFMR-USS-8","2025-09-16","2025-09-18","16"
"USS YARD","CX-F-Z01.EYD.S14.L2.677","L2 QC Electrical Install-EY05-XFMR-USS-9","2025-09-16","2025-09-18","16"
"USS YARD","CX-F-Z01.EYD.S14.L2.680","L2 QC Electrical Install-EY05-XFMR-USS-10","2025-09-16","2025-09-18","16"
"USS YARD","CX-F-Z01.EYD.S14.L2.683","L2 QC Electrical Install-EY05-XFMR-USS-11","2025-09-16","2025-09-18","16"
"USS YARD","CX-F-Z01.EYD.S14.L2.686","L2 QC Electrical Install-EY05-XFMR-USS-12","2025-09-16","2025-09-18","16"
"USS YARD","CX-F-Z01.EYD.S14.L2.689","L2 QC Electrical Install-EY05-XFMR-USS-13","2025-09-16","2025-09-18","16"
"USS YARD","CX-F-Z01.EYD.S14.L2.692","L2 QC Electrical Install-EY05-XFMR-USS-14","2025-09-16","2025-09-18","16"
"USS YARD","CX-F-Z01.EYD.S14.L2.695","L2 QC Electrical Install-EY05-XFMR-USS-15","2025-09-16","2025-09-18","16"
"USS YARD","CX-F-Z01.EYD.S14.L2.698","L2 QC Electrical Install-EY05-XFMR-USS-16","2025-09-16","2025-09-18","16"
"USS YARD","CX-F-Z01.EYD.S14.L2.701","L2 QC Electrical Install-EY05-XFMR-USS-17","2025-09-16","2025-09-18","16"
"USS YARD","CX-F-Z01.EYD.S14.L2.704","L2 QC Electrical Install-EY05-XFMR-USS-18","2025-09-16","2025-09-18","16"
"USS YARD","CX-F-Z01.EYD.S14.L2.707","L2 QC Electrical Install-EY05-XFMR-USS-19","2025-09-16","2025-09-18","16"
"USS YARD","CX-F-Z01.EYD.S14.L2.710","L2 QC Electrical Install-EY05-XFMR-USS-20","2025-09-16","2025-09-18","16"
"USS YARD","CX-F-Z01.EYD.S14.L2.713","L2 QC Electrical Install-EY05-XFMR-USS-21","2025-09-16","2025-09-18","16"
"USS YARD","CX-F-Z01.EYD.S14.L2.716","L2 QC Electrical Install-EY05-XFMR-USS-22","2025-09-16","2025-09-18","16"
"USS YARD","CX-F-Z01.EYD.S14.L2.719","L2 QC Electrical Install-EY05-XFMR-USS-23","2025-09-16","2025-09-18","16"
"USS YARD","CX-F-Z01.EYD.S14.L2.722","L2 QC Electrical Install-EY05-XFMR-USS-24","2025-09-16","2025-09-18","16"
"MYD","CN-F-Z01.MYD.S24.MCP2.1760","MYD1-Pull,Term,Test & Torque Feeder from MCP-02-BDC to MCP-02-HT TRACE CAB","2025-09-16","2025-09-19","24"
"MYD","CN-F-Z01.MYD.S24.MCP4.1762","MYD1-Pull,Term,Test & Torque Feeder from MCP-04-BDC to MCP-04-Basin HT Panel B","2025-09-16","2025-09-19","24"
"MCP","790333693","CT Drains & Blowdowns-MCP CTR 01,BUILDOUT","2025-09-16","2025-09-26","64"
"MCP","101361325","CTS Assembly-MCP CTR 02,BUILDOUT","2025-09-16","2025-09-25","56"
"USS YARD","CN-F-Z02.EYD.S18.HA39.44.0001","Install Cable Tray from Zone 2 USS 1-4 to Rows 39-44","2025-09-17","2025-09-22","24"
"EYD","CN-F-Z02.EYD.USS.05-8","EYD Zone 2 USS 05-08 Install Trestle Steel","2025-09-17","2025-09-24","40"
"MCP","790398639","CTS Electrical Conduit-MCP CTR 01,BUILDOUT","2025-09-17","2025-09-18","8"
"DCH","A1340","PMS-DCH1-Shiraz Bus Plugs-Pull Wire @ SPD2","2025-09-17","2025-09-24","40"
"EYD","CON-BB-4565","EYD1-RMU to SSS-E AC Pulls","2025-09-17","2025-09-25","48"
"EYD","CON-BB-4595","EYD1-RMU to SSS-F MV Pulls","2025-09-17","2025-09-29","64"
"EYD","CON-BB-5535","EYD1-RMU to SSS-E MV Terms & Torques","2025-09-17","2025-10-06","104"
"DCH","CON-7865","DCH1-Fiber Pulls-Aisles to MDA Aisles","2025-09-18","2025-10-30","240"
"DCH","CON-6350","DCH1-BMS/PMS+Sec+Device install (breakout & detail)(MDA 1)","2025-09-18","2025-09-22","16"
"MYD","CON-114005","MYD1-Set Cooling Tower Structure (CTS)-CTR 06","2025-09-18","2025-09-22","16"
"DCH","CN-F-Z01.DCH.S18.TB.1998","Complete Pathway to TAPBOX-17TOP in Zone 1 DCH","2025-09-18","2025-09-19","8"
"DCH","CN-F-Z01.DCH.S18.TB.2002","Complete Pathway to TAPBOX-17BOT in Zone 1 DCH","2025-09-18","2025-09-19","8"
"DCH","CN-F-Z01.DCH.S18.TB.2003","Complete Pathway to TAPBOX-18BOT in Zone 1 DCH","2025-09-18","2025-09-19","8"
"USS YARD","CX-F-Z01.EYD.S14.L2.669","L2 QC Electrical Install-EY05-SWGR-USS-6","2025-09-18","2025-09-22","16"
"DCH","CN-F-Z01.DCH.S39.HA-01.0002","Install VESDA Panel for Inside Hot Aisle Loop SVH HA N-1 in Room 1-500-Zone 1 DCH","2025-09-18","2025-09-22","16"
"DCH","CN-F-Z01.DCH.S39.HA-02.0002","Install VESDA Panel for Inside Hot Aisle Loop SVH HA N-2 in Room 1-500-Zone 1 DCH","2025-09-18","2025-09-22","16"
"DCH","CN-F-Z01.DCH.S39.HA-03.0002","Install VESDA Panel for Inside Hot Aisle Loop SVH HA N-3 in Room 1-500-Zone 1 DCH","2025-09-18","2025-09-22","16"
"MYD","CN-F-Z01.MYD.S24.MCP6.1764","MYD1-Pull,Term,Test & Torque Feeder from MCP-06-BDC to MCP-06-Basin HT Panel A","2025-09-18","2025-09-23","24"
"USS YARD","CN-F-Z01.DCH.S18.TB.031","Pull,Term,Test & Torque Feeder from EY05-SWGR-USS-7 to TAPBOX-08BOT","2025-09-18","2025-09-22","16"
"USS YARD","CN-F-Z01.DCH.S18.TB.043","Pull,Term,Test & Torque Feeder from EY05-SWGR-USS-7 to TAPBOX-10BOT","2025-09-18","2025-09-22","16"
"USS YARD","CN-F-Z01.DCH.S18.TB.047","Pull,Term,Test & Torque Feeder from EY05-SWGR-USS-7 to TAPBOX-12TOP","2025-09-18","2025-09-22","16"
"DCH","CN-F-Z01.DCH.S18.TB.070","Complete Pathway to TAPBOX-18TOP in Zone 1 DCH","2025-09-18","2025-09-25","40"
"DCH","CN-F-Z02.DCH.S27.MOD.023","Interconnect Zone 2 DCH South Perimeter Conveyance Modules","2025-09-18","2025-09-25","40"
"DCH","CN-F-Z02.DCH.S27.MOD.026","Interconnect Zone 2 DCH Northwest Corner Conveyance Modules","2025-09-18","2025-09-25","40"
"DCH","CN-F-Z02.DCH.S27.MOD.034","Install Zone 2 DCH East Perimeter Raceway Modules","2025-09-18","2025-09-25","40"
"MCP","790359581","CT Mount Panel Skid-MCP CTR 01,BUILDOUT","2025-09-18","2025-09-22","16"
"MYD","CON-114835","MYD1-CTB & MUP Lighting & interconnects","2025-09-21","2025-09-26","40"
"DCH","383445168","DCH2-East Wall-S27 Modules","2025-09-21","2025-09-26","40"
"DCH","CN-F-Z01.DCH.S18.TB.2006","Complete Pathway to TAPBOX-19TOP in Zone 1 DCH","2025-09-21","2025-09-22","8"
"GPS","CN-F-Z01.EYD.S14.GPS.436","Term & Torque MV Feeder from EY05-SWGR-SSS-E to EY05-SWGR-GPS at EY05-SWGR-GPS","2025-09-21","2025-10-03","80"
"GPS","CN-F-Z01.EYD.S14.SSS-F.438","Term & Torque MV Feeder from EY05-SWGR-GPS to EY05-Load Bank at EY05-Load Bank","2025-09-21","2025-09-24","24"
"GPS","CN-F-Z01.EYD.S14.SSS-E.515","Term & Torque MV Feeder from EY05-SWGR-SSS-E to EY05-SWGR-GPS at EY05-SWGR-SSS-E","2025-09-21","2025-10-03","80"
"GPS","CN-F-Z01.EYD.S14.GPS.517","Term & Torque MV Feeder from EY05-SWGR-GPS to EY05-Load Bank at EY05-SWGR-GPS","2025-09-21","2025-09-24","24"
"DCH","CN-F-Z02.DCH.S29.1-550.0010","QC Inspect Systems Raceway in Area 1-550-Zone 2 DCH","2025-09-21","2025-09-22","8"
"MYD","CN-F-Z01.MYD.S24.MCP4.1763","MYD1-Pull,Term,Test & Torque Feeder from MCP-04-BDC to MCP-04-HT TRACE CAB","2025-09-21","2025-09-24","24"
"DCH","CN-F-Z02.MYD.S17.DB.0005","Trench,Place,Encase & Backfill Telecom Ductbank from Vault MYD Z2 MCP-07 to Vault DCH Pullbox","2025-09-21","2025-09-26","40"
"SSS","CN-F-Z02.EYD.S17.EYD.0001","Install Cable Tray at Z2 CT-MV-SSSA-USS1,USS2","2025-09-21","2025-09-26","40"
"GPS","CN-F-Z02.EYD.S17.EYD.0002","Install Cable Tray at Z2 CT-MV-GPS-SSSA","2025-09-21","2025-09-26","40"
"EYD","CN-F-Z02.EYD.S29.EYD.0003","Place Grounding Ring in Area Zone 2 EYD E Houses","2025-09-21","2025-09-26","40"
"EYD","CN-F-Z02.EYD.S29.EYD.0006","Tie Grounding Ring to Foundations in Area Zone 2 EYD RMU USS","2025-09-21","2025-09-26","40"
"MYD","CN-F-Z01.MYD.S29.MYD.0001","Place Grounding Ring in Area Zone 1 MYD Booster Pump Equip.","2025-09-21","2025-09-26","40"
"MYD","CN-F-Z01.MYD.S29.MYD.0002","Place Grounding Ring in Area Zone 1 MYD Fire Pump Equip.","2025-09-21","2025-09-26","40"
"MYD","CN-F-Z01.MYD.S29.MYD.0003","Place Grounding Ring in Area Z1 MYD DC Grounding Loop (Inc. MWT's,MUP & CTB & link to DC Gro. Ring)","2025-09-21","2025-09-26","40"
"EYD","CN-F-Z01.EYD.S36.ISPF.001","Pull,Term & Test Fiber from SE to SFE-EYD-01","2025-09-21","2025-09-24","24"
"DCH","CN-F-Z01.DCH.S18.TB.074","Complete Pathway to TAPBOX-19BOT in Zone 1 DCH","2025-09-21","2025-09-26","40"
"DCH","CN-F-Z01.DCH.S18.TB.078","Complete Pathway to TAPBOX-20BOT in Zone 1 DCH","2025-09-21","2025-09-26","40"
"DCH","CN-F-Z01.DCH.S18.TB.082","Complete Pathway to TAPBOX-20TOP in Zone 1 DCH","2025-09-21","2025-09-26","40"
"GPS","CN-F-Z01.EYD.S14.CW.3357","Pull,Term,Test & Torque Feeder from EY05-SWGR-GPS (Control) to EY05-SWGR-SSS-E (Control)","2025-09-21","2025-09-26","40"
"MCP","588376909","Set MCP-MCP CTR 04,BUILDOUT","2025-09-21","2025-09-23","16"
"MCP","790314372","CTS Stair install-MCP CTR 01,BUILDOUT","2025-09-21","2025-09-25","32"
"MCP","790396916","CT Unload-MCP CTR 01,BUILDOUT","2025-09-21","2025-09-22","8"
"DCH","998296553","DCH1-Fire Riser 1-521-Hang,Tape,& Finish Drywall","2025-09-21","2025-09-26","40"
"MYD","CON-017061","MYD1-Mobilize (Crane B) & Stage Cooling Tower-CTR 01/Set & Anchor Cooling Tower-CTR 01","2025-09-21","2025-09-26","40"
"EYD","CON-BB-5005","EYD1-S14 Gen Trays Group 1","2025-09-21","2025-09-23","16"
"DCH","CON-6435","DCH1-BMS/PMS+Sec+Device install (breakout & detail)(MDA 2)","2025-09-22","2025-09-24","16"
"MYD","CON-8715-23","MYD2-S25 SOG","2025-09-22","2025-10-02","64"
"USS YARD","CN-F-Z01.DCH.S18.TB.2033","Pull,Term,Test & Torque Feeder from EY05-SWGR-USS-8 to TAPBOX-09BOT","2025-09-22","2025-09-24","16"
"USS YARD","CN-F-Z01.DCH.S18.TB.2034","Pull,Term,Test & Torque Feeder from EY05-SWGR-USS-8 to TAPBOX-11BOT","2025-09-22","2025-09-24","16"
"USS YARD","CN-F-Z01.DCH.S18.TB.2035","Pull,Term,Test & Torque Feeder from EY05-SWGR-USS-8 to TAPBOX-12BOT","2025-09-22","2025-09-24","16"
"SSS","CN-F-Z01.EYD.S14.XFMR-F.200","Pull & Test MV Feeder from EY05-SWGR-SSS-F to EY05-XFMR-F","2025-09-22","2025-09-29","40"
"USS YARD","CX-F-Z01.EYD.S14.L2.672","L2 QC Electrical Install-EY05-SWGR-USS-7","2025-09-22","2025-09-24","16"
"DCH","CN-F-Z01.DCH.S39.HA-01.0001","Install VESDA Panel for Inside Hot Aisle Loop SVH HA S-1 in Room 1-500-Zone 1 DCH","2025-09-22","2025-09-24","16"
"DCH","CN-F-Z01.DCH.S39.HA-02.0001","Install VESDA Panel for Inside Hot Aisle Loop SVH HA S-2 in Room 1-500-Zone 1 DCH","2025-09-22","2025-09-24","16"
"DCH","CN-F-Z01.DCH.S39.HA-03.0001","Install VESDA Panel for Inside Hot Aisle Loop SVH HA S-3 in Room 1-500-Zone 1 DCH","2025-09-22","2025-09-24","16"
"DCH","CN-F-Z02.DCH.S39.HA-23.0002","Install VESDA Panel for Inside Hot Aisle Loop SVH HA N-23 in Room 1-550-Zone 2 DCH","2025-09-22","2025-09-24","16"
"DCH","CN-F-Z02.DCH.S39.HA-24.0002","Install VESDA Panel for Inside Hot Aisle Loop SVH HA N-24 in Room 1-550-Zone 2 DCH","2025-09-22","2025-09-24","16"
"DCH","CN-F-Z02.DCH.S39.HA-25.0002","Install VESDA Panel for Inside Hot Aisle Loop SVH HA N-25 in Room 1-550-Zone 2 DCH","2025-09-22","2025-09-24","16"
"MCP","790313652","CT Build an Install-MCP CTR 01,BUILDOUT","2025-09-22","2025-09-29","40"
"MCP","588324490","PCS+PCB Unload-MCP CTR 04,BUILDOUT","2025-09-22","2025-09-23","8"
"Fire Pump House","719395119","Finish Underground Rough In-FIRE PUMPHOUSE,BUILDOUT","2025-09-22","2025-09-25","24"
"Fire Pump House","719323554","Lighting on tank-FIRE PUMPHOUSE,BUILDOUT","2025-09-22","2025-09-29","40"
"MYD","CN-F-Z01.MYD.S24.MCP6.1765","MYD1-Pull,Term,Test & Torque Feeder from MCP-06-BDC to MCP-06-Basin HT Panel B","2025-09-23","2025-09-26","24"
"MCP","588394989","Cormaci Outside Trim-MCP CTR 04,BUILDOUT","2025-09-23","2025-09-26","24"
"MCP","588305999","PCS Chemical Piping-MCP CTR 04,BUILDOUT","2025-09-23","2025-09-26","24"
"MCP","588370187","MCP Plumbing/Mechanical Interconnects-MCP CTR 04,BUILDOUT","2025-09-23","2025-10-14","120"
"MCP","588317168","Roofing Seal-MCP CTR 04,BUILDOUT","2025-09-23","2025-09-24","8"
"MCP","588380300","Domestic Water Tie In-MCP CTR 04,BUILDOUT","2025-09-23","2025-09-25","16"
"MCP","588363641","Set PCS+PCB-MCP CTR 04,BUILDOUT","2025-09-23","2025-09-25","16"
"MCP","588303271","PCS Piping Connects MUWT & Chem Lines-MCP CTR 04,BUILDOUT","2025-09-23","2025-10-01","48"
"EYD","CON-BB-5015","EYD1-S14 Gen Trays Group 2","2025-09-23","2025-09-25","16"
"DCH","CON-6605","DCH1-BMS/PMS+Sec+Device install (breakout & detail) HA 01","2025-09-24","2025-09-26","16"
"DCH","CN-F-Z01.DCH.S18.TB.2005","Complete Pathway to TAPBOX-22TOP in Zone 1 DCH","2025-09-24","2025-09-25","8"
"DCH","CN-F-Z01.DCH.S18.TB.2007","Complete Pathway to TAPBOX-21BOT in Zone 1 DCH","2025-09-24","2025-09-25","8"
"USS YARD","CX-F-Z01.EYD.S14.L2.675","L2 QC Electrical Install-EY05-SWGR-USS-8","2025-09-24","2025-09-26","16"
"DCH","CN-F-Z02.DCH.S29.1-550.0012","QC Inspect Electrical In-Wall in 1-550-Zone 2 DCH","2025-09-24","2025-09-25","8"
"DCH","CN-F-Z02.DCH.S39.HA-23.0001","Install VESDA Panel for Inside Hot Aisle Loop SVH HA S-23 in Room 1-550-Zone 2 DCH","2025-09-24","2025-09-26","16"
"DCH","CN-F-Z02.DCH.S39.HA-24.0001","Install VESDA Panel for Inside Hot Aisle Loop SVH HA S-24 in Room 1-550-Zone 2 DCH","2025-09-24","2025-09-26","16"
"DCH","CN-F-Z02.DCH.S39.HA-25.0001","Install VESDA Panel for Inside Hot Aisle Loop SVH HA S-25 in Room 1-550-Zone 2 DCH","2025-09-24","2025-09-26","16"
"DCH","CN-F-Z01.DCH.S36.DCH.0001","Place,Anchor,Fit-Out & Ground CCA-1 in Zone 1 DCH","2025-09-24","2025-09-25","8"
"USS YARD","CN-F-Z02.EYD.S18.HA45.50.0001","Install Cable Tray from Zone 2 USS 5-8 to Rows 45-50","2025-09-24","2025-09-29","24"
"EYD","CN-F-Z01.EYD.S36.L2.001","L2 QC Telecom Install-SFE-EYD-01","2025-09-24","2025-09-26","16"
"USS YARD","CN-F-Z01.DCH.S18.TB.051","Pull,Term,Test & Torque Feeder from EY05-SWGR-USS-9 to TAPBOX-13BOT","2025-09-24","2025-09-26","16"
"USS YARD","CN-F-Z01.DCH.S18.TB.059","Pull,Term,Test & Torque Feeder from EY05-SWGR-USS-9 to TAPBOX-14TOP","2025-09-24","2025-09-26","16"
"USS YARD","CN-F-Z01.DCH.S18.TB.063","Pull,Term,Test & Torque Feeder from EY05-SWGR-USS-9 to TAPBOX-15TOP","2025-09-24","2025-09-26","16"
"DCH","CN-F-Z01.DCH.S18.TB.086","Complete Pathway to TAPBOX-21TOP in Zone 1 DCH","2025-09-24","2025-10-01","40"
"DCH","CN-F-Z01.DCH.S18.TB.090","Complete Pathway to TAPBOX-22BOT in Zone 1 DCH","2025-09-24","2025-10-01","40"
"EYD","CN-F-Z02.EYD.USS.09-17","EYD Zone 2 USS 09-12 Install Trestle Steel","2025-09-24","2025-10-01","40"
"MCP","101316921","CTS Electrical Conduit-MCP CTR 02,BUILDOUT","2025-09-24","2025-09-25","8"
"DCH","A1370","PMS-DCH1-Shiraz Bus Plugs-Pull Wire @ SPD5","2025-09-24","2025-10-01","40"
"DCH","019021084","DCH2-Fire Riser 1-571-Frame Walls & Ceilings","2025-09-25","2025-09-29","16"
"DCH","CN-F-Z01.DCH.S18.TB.2004","Complete Pathway to TAPBOX-23TOP in Zone 1 DCH","2025-09-25","2025-09-26","8"
"DCH","CN-F-Z01.DCH.S18.TB.2008","Complete Pathway to TAPBOX-23BOT in Zone 1 DCH","2025-09-25","2025-09-26","8"
"DCH","CN-F-Z01.DCH.S18.TB.2009","Complete Pathway to TAPBOX-24BOT in Zone 1 DCH","2025-09-25","2025-09-26","8"
"DCH","CN-F-Z01.DCH.S29.1-500.0009","QC Inspect Branch Raceway in Area 1-500-Zone 1 DCH","2025-09-25","2025-09-26","8"
"DCH","CN-F-Z01.DCH.S29.1-500.0010","QC Inspect Systems Raceway in Area 1-500-Zone 1 DCH","2025-09-25","2025-09-26","8"
"DCH","CN-F-Z01.DCH.S39.1-500.0025","Install Wall Drops for VESDA Loop S-1 in Room 1-500-Zone 1 DCH","2025-09-25","2025-09-26","8"
"DCH","CN-F-Z01.DCH.S39.1-500.0026","Install Wall Drops for VESDA Loop S-2 in Room 1-500-Zone 1 DCH","2025-09-25","2025-09-26","8"
"DCH","CN-F-Z01.DCH.S39.1-500.0027","Install Wall Drops for VESDA Loop S-3 in Room 1-500-Zone 1 DCH","2025-09-25","2025-09-26","8"
"DCH","CN-F-Z01.DCH.S39.1-500.0028","Install Wall Drops for VESDA Loop S-4 in Room 1-500-Zone 1 DCH","2025-09-25","2025-09-26","8"
"DCH","CN-F-Z01.DCH.S39.1-500.0029","Install Wall Drops for VESDA Loop S-5 in Room 1-500-Zone 1 DCH","2025-09-25","2025-09-26","8"
"DCH","CN-F-Z01.DCH.S39.1-500.0030","Install Wall Drops for VESDA Loop S-6 in Room 1-500-Zone 1 DCH","2025-09-25","2025-09-26","8"
"DCH","CN-F-Z01.DCH.S39.1-500.0031","Install Wall Drops for VESDA Loop S-7 in Room 1-500-Zone 1 DCH","2025-09-25","2025-09-26","8"
"DCH","CN-F-Z01.DCH.S39.1-500.0032","Install Wall Drops for VESDA Loop S-8 in Room 1-500-Zone 1 DCH","2025-09-25","2025-09-26","8"
"DCH","CN-F-Z01.DCH.S39.1-500.0033","Install Wall Drops for VESDA Loop S-9 in Room 1-500-Zone 1 DCH","2025-09-25","2025-09-26","8"
"DCH","CN-F-Z01.DCH.S39.1-500.0034","Install Wall Drops for VESDA Loop S-10 in Room 1-500-Zone 1 DCH","2025-09-25","2025-09-26","8"
"DCH","CN-F-Z01.DCH.S39.1-500.0035","Install Wall Drops for VESDA Loop S-11 in Room 1-500-Zone 1 DCH","2025-09-25","2025-09-26","8"
"DCH","CN-F-Z01.DCH.S39.1-500.0036","Install Wall Drops for VESDA Loop N-1 in Room 1-500-Zone 1 DCH","2025-09-25","2025-09-26","8"
"DCH","CN-F-Z01.DCH.S39.1-500.0037","Install Wall Drops for VESDA Loop N-2 in Room 1-500-Zone 1 DCH","2025-09-25","2025-09-26","8"
"DCH","CN-F-Z01.DCH.S39.1-500.0038","Install Wall Drops for VESDA Loop N-3 in Room 1-500-Zone 1 DCH","2025-09-25","2025-09-26","8"
"DCH","CN-F-Z01.DCH.S39.1-500.0039","Install Wall Drops for VESDA Loop N-4 in Room 1-500-Zone 1 DCH","2025-09-25","2025-09-26","8"
"DCH","CN-F-Z01.DCH.S39.1-500.0040","Install Wall Drops for VESDA Loop N-5 in Room 1-500-Zone 1 DCH","2025-09-25","2025-09-26","8"
"DCH","CN-F-Z01.DCH.S39.1-500.0041","Install Wall Drops for VESDA Loop N-6 in Room 1-500-Zone 1 DCH","2025-09-25","2025-09-26","8"
"DCH","CN-F-Z01.DCH.S39.1-500.0042","Install Wall Drops for VESDA Loop N-7 in Room 1-500-Zone 1 DCH","2025-09-25","2025-09-26","8"
"DCH","CN-F-Z01.DCH.S39.1-500.0043","Install Wall Drops for VESDA Loop N-8 in Room 1-500-Zone 1 DCH","2025-09-25","2025-09-26","8"
"DCH","CN-F-Z01.DCH.S39.1-500.0044","Install Wall Drops for VESDA Loop N-9 in Room 1-500-Zone 1 DCH","2025-09-25","2025-09-26","8"
"DCH","CN-F-Z01.DCH.S39.1-500.0045","Install Wall Drops for VESDA Loop N-10 in Room 1-500-Zone 1 DCH","2025-09-25","2025-09-26","8"
"DCH","CN-F-Z01.DCH.S39.1-500.0046","Install Wall Drops for VESDA Loop N-11 in Room 1-500-Zone 1 DCH","2025-09-25","2025-09-26","8"
"USS YARD","CN-F-Z01.FSA.S33.MDA-F.2669","Pull,Term,Test & Torque Feeder from EY05-SWGR-USS-MDA-F to BDC F-1","2025-09-25","2025-10-02","40"
"USS YARD","CN-F-Z01.FSA.S29.MDA-F.2712","Pull,Term,Test & Torque Feeder from EY05-SWGR-USS-MDA-F to BDC F-2","2025-09-25","2025-10-02","40"
"DCH","CN-F-Z01.DCH.S18.TB.094","Complete Pathway to TAPBOX-24TOP in Zone 1 DCH","2025-09-25","2025-10-02","40"
"DCH","CN-F-Z02.DCH.S27.MOD.022","Interconnect Zone 2 DCH East Perimeter Conveyance Modules","2025-09-25","2025-10-02","40"
"DCH","CN-F-Z02.DCH.S27.MOD.028","Interconnect Zone 2 DCH Southwest Corner Conveyance Modules","2025-09-25","2025-10-02","40"
"MCP","101393838","SSC Steel unload-MCP CTR 02,BUILDOUT","2025-09-25","2025-09-26","8"
"Fire Pump House","719337839","Panel Setting-FIRE PUMPHOUSE,BUILDOUT","2025-09-25","2025-09-29","16"
"MCP","101399101","CTS Piping,grading,handrail-MCP CTR 02,BUILDOUT","2025-09-25","2025-10-07","64"
"MCP","790398837","Final Cooling Tower Connections-Condenser / Sweeper Piping Install-MCP CTR 01,BUILDOUT","2025-09-25","2025-09-29","16"
"MCP","588302481","PCS Install-MCP CTR 04,BUILDOUT","2025-09-25","2025-09-29","16"
"EYD","CON-81077","EYD2-Set Equipment USS-51-RMU (Schneider)","2025-09-25","2025-09-30","40"
"EYD","CON-8357","EYD2-Set Equipment USS-27-RMU (Schneider)","2025-09-25","2025-09-30","40"
"EYD","CON-8387","EYD2-Set Equipment USS-28-RMU (Schneider)","2025-09-25","2025-09-30","40"
"EYD","CON-8417","EYD2-Set Equipment USS-29-RMU (Schneider)","2025-09-25","2025-09-30","40"
"EYD","CON-BB-4575","EYD1--RMU to SSS-E DC Pulls","2025-09-25","2025-10-03","48"
"EYD","CON-BB-5025","EYD1-S14 Gen Trays Group 3","2025-09-25","2025-09-29","16"
"DCH","CON-6695","DCH1-BMS/PMS+Sec+Device install (breakout & detail) HA 02","2025-09-28","2025-09-30","16"
"USS YARD","CN-F-Z01.DCH.S18.TB.2036","Pull,Term,Test & Torque Feeder from EY05-SWGR-USS-10 to TAPBOX-17TOP","2025-09-28","2025-09-30","16"
"USS YARD","CN-F-Z01.DCH.S18.TB.2037","Pull,Term,Test & Torque Feeder from EY05-SWGR-USS-10 to TAPBOX-16TOP","2025-09-28","2025-09-30","16"
"USS YARD","CN-F-Z01.DCH.S18.TB.2038","Pull,Term,Test & Torque Feeder from EY05-SWGR-USS-10 to TAPBOX-13TOP","2025-09-28","2025-09-30","16"
"SSS","CN-F-Z01.EYD.S14.MDA-F.204","Pull & Test MV Feeder from EY05-SWGR-SSS-F to EY05-SWGR-RMU-MDA-F","2025-09-28","2025-10-07","56"
"GPS","CN-F-Z01.EYD.S14.SSS-F.594","Term & Torque MV Feeder from EY05-SWGR-SSS-F to EY05-SWGR-GPS at EY05-SWGR-GPS","2025-09-28","2025-10-10","80"
"GPS","CN-F-Z01.EYD.S14.SSS-F.607","Term & Torque MV Feeder from EY05-SWGR-SSS-F to EY05-SWGR-GPS at EY05-SWGR-SSS-F","2025-09-28","2025-10-10","80"
"USS YARD","CX-F-Z01.EYD.S14.L2.678","L2 QC Electrical Install-EY05-SWGR-USS-9","2025-09-28","2025-09-30","16"
"DCH","CN-F-Z01.DCH.S39.1-500.0047","Install VESDA Panel for Overhead Deck Loop S-1 in Room 1-500-Zone 1 DCH","2025-09-28","2025-09-29","8"
