location,section,level / floor,trade,state,start_date,complete_date,capture_date
"DCH2, Location 5",DCH2,,Roofing Membrane,in progress,,,2023/07/23
"DCH2, Location 5",DCH2,,Roofing Metal Deck,complete,,,2023/07/23
"DCH2, Location 5",DCH2,,Structural Steel,complete,,,2023/07/23
"DCH2, Location 6",DCH2,,Roofing Flashing,not started,,,2023/07/23
"DCH2, Location 6",DCH2,,Roofing Insulation,complete,,,2023/07/23
"DCH2, Location 6",DCH2,,Roofing Membrane,complete,,,2023/07/23
"DCH2, Location 6",DCH2,,Roofing Metal Deck,complete,,,2023/07/23
"DCH2, Location 6",DCH2,,Structural Steel,complete,,,2023/07/23
"DCH1, Location 1",DCH1,,Roofing Flashing,not started,,,2023/07/23
"DCH1, Location 1",DCH1,,Roofing Insulation,complete,,,2023/07/23
"DCH1, Location 1",DCH1,,Roofing Membrane,complete,,,2023/07/23
"DCH1, Location 1",DCH1,,Roofing Metal Deck,complete,,,2023/07/23
"DCH1, Location 1",DCH1,,Structural Steel,complete,,,2023/07/23
"DCH1, Location 2",DCH1,,Roofing Flashing,not started,,,2023/07/23
"DCH1, Location 2",DCH1,,Roofing Insulation,complete,,,2023/07/23
"DCH1, Location 2",DCH1,,Roofing Membrane,complete,,,2023/07/23
"DCH1, Location 2",DCH1,,Roofing Metal Deck,complete,,,2023/07/23
"DCH1, Location 2",DCH1,,Structural Steel,complete,,,2023/07/23
"DCH1, Location 3",DCH1,,Roofing Flashing,not started,,,2023/07/23
"DCH1, Location 3",DCH1,,Roofing Insulation,complete,,,2023/07/23
"DCH1, Location 3",DCH1,,Roofing Membrane,complete,,,2023/07/23
"DCH1, Location 3",DCH1,,Roofing Metal Deck,complete,,,2023/07/23
"DCH1, Location 3",DCH1,,Structural Steel,complete,,,2023/07/23
"DCH1, Location 4",DCH1,,Roofing Flashing,not started,,,2023/07/23
"DCH1, Location 4",DCH1,,Roofing Insulation,complete,,,2023/07/23
"DCH1, Location 4",DCH1,,Roofing Membrane,complete,,,2023/07/23
"DCH1, Location 4",DCH1,,Roofing Metal Deck,complete,,,2023/07/23
"DCH1, Location 4",DCH1,,Structural Steel,complete,,,2023/07/23
"DCH1, Location 5",DCH1,,Roofing Flashing,not started,,,2023/07/23
"DCH1, Location 5",DCH1,,Roofing Insulation,complete,,,2023/07/23
"DCH1, Location 5",DCH1,,Roofing Membrane,complete,,,2023/07/23
"DCH1, Location 5",DCH1,,Roofing Metal Deck,complete,,,2023/07/23
"DCH1, Location 5",DCH1,,Structural Steel,complete,,,2023/07/23
"DCH1, Location 6",DCH1,,Roofing Flashing,not started,,,2023/07/23
"DCH1, Location 6",DCH1,,Roofing Insulation,complete,,,2023/07/23
"DCH1, Location 6",DCH1,,Roofing Membrane,complete,,,2023/07/23
"DCH1, Location 6",DCH1,,Roofing Metal Deck,complete,,,2023/07/23
"DCH1, Location 6",DCH1,,Structural Steel,complete,,,2023/07/23
"DCH1, Location 7",DCH1,,Roofing Flashing,in progress,,,2023/07/23
"DCH1, Location 7",DCH1,,Roofing Insulation,complete,,,2023/07/23
"DCH1, Location 7",DCH1,,Roofing Membrane,complete,,,2023/07/23
"DCH1, Location 7",DCH1,,Roofing Metal Deck,complete,,,2023/07/23
"DCH1, Location 7",DCH1,,Structural Steel,complete,,,2023/07/23
"DCH1, Location 8",DCH1,,Roofing Flashing,not started,,,2023/07/23
"DCH1, Location 8",DCH1,,Roofing Insulation,complete,,,2023/07/23
"DCH1, Location 8",DCH1,,Roofing Membrane,complete,,,2023/07/23
"DCH1, Location 8",DCH1,,Roofing Metal Deck,complete,,,2023/07/23
"DCH1, Location 8",DCH1,,Structural Steel,complete,,,2023/07/23
"Zone 8, Location 1",Zone 8,,Backfill,complete,,,2023/07/23
"Zone 8, Location 1",Zone 8,,Concrete Formwork,complete,,,2023/07/23
"Zone 8, Location 1",Zone 8,,Concrete Pour,complete,,,2023/07/23
"Zone 8, Location 1",Zone 8,,Concrete Rebar,complete,,,2023/07/23
"Zone 8, Location 1",Zone 8,,Electrical Yard Equipment Conduit,not started,,,2023/07/23
"Zone 8, Location 1",Zone 8,,Electrical Yard 96 Equipment Placement,not started,,,2023/07/23
"Zone 8, Location 2",Zone 8,,Backfill,complete,,,2023/07/23
"Zone 8, Location 2",Zone 8,,Concrete Formwork,complete,,,2023/07/23
"Zone 8, Location 2",Zone 8,,Concrete Pour,complete,,,2023/07/23
"Zone 8, Location 2",Zone 8,,Concrete Rebar,complete,,,2023/07/23
"Zone 8, Location 2",Zone 8,,Electrical Yard Equipment Conduit,not started,,,2023/07/23
"Zone 8, Location 2",Zone 8,,Electrical Yard 96 Equipment Placement,not started,,,2023/07/23
"Zone 8, Location 3",Zone 8,,Backfill,complete,,,2023/07/23
"Zone 8, Location 3",Zone 8,,Concrete Formwork,complete,,,2023/07/23
"Zone 8, Location 3",Zone 8,,Concrete Pour,complete,,,2023/07/23
"Zone 8, Location 3",Zone 8,,Concrete Rebar,complete,,,2023/07/23
"Zone 8, Location 3",Zone 8,,Electrical Yard Equipment Conduit,not started,,,2023/07/23
"Zone 8, Location 3",Zone 8,,Electrical Yard 96 Equipment Placement,not started,,,2023/07/23
"Zone 8, Location 4",Zone 8,,Backfill,complete,,,2023/07/23
"Zone 8, Location 4",Zone 8,,Concrete Formwork,complete,,,2023/07/23
"Zone 8, Location 4",Zone 8,,Concrete Pour,complete,,,2023/07/23
"Zone 8, Location 4",Zone 8,,Concrete Rebar,complete,,,2023/07/23
"Zone 8, Location 4",Zone 8,,Electrical Yard Equipment Conduit,not started,,,2023/07/23
"Zone 8, Location 4",Zone 8,,Electrical Yard 96 Equipment Placement,not started,,,2023/07/23
"Zone 8, Location 5",Zone 8,,Backfill,complete,,,2023/07/23
"Zone 8, Location 5",Zone 8,,Concrete Formwork,complete,,,2023/07/23
"Zone 8, Location 5",Zone 8,,Concrete Pour,complete,,,2023/07/23
"Zone 8, Location 5",Zone 8,,Concrete Rebar,complete,,,2023/07/23
"Zone 8, Location 5",Zone 8,,Electrical Yard Equipment Conduit,not started,,,2023/07/23
"Zone 8, Location 5",Zone 8,,Electrical Yard 96 Equipment Placement,not started,,,2023/07/23
"Zone 7, Location 1",Zone 7,,Backfill,complete,,,2023/07/23
"Zone 7, Location 1",Zone 7,,Concrete Formwork,complete,,,2023/07/23
"Zone 7, Location 1",Zone 7,,Concrete Pour,complete,,,2023/07/23
"Zone 7, Location 1",Zone 7,,Concrete Rebar,complete,,,2023/07/23
"Zone 7, Location 1",Zone 7,,Electrical Yard Equipment Conduit,not started,,,2023/07/23
"Zone 7, Location 1",Zone 7,,Electrical Yard 96 Equipment Placement,not started,,,2023/07/23
"Zone 7, Location 2",Zone 7,,Backfill,complete,,,2023/07/23
"Zone 7, Location 2",Zone 7,,Concrete Formwork,complete,,,2023/07/23
"Zone 7, Location 2",Zone 7,,Concrete Pour,complete,,,2023/07/23
"Zone 7, Location 2",Zone 7,,Concrete Rebar,complete,,,2023/07/23
"Zone 7, Location 2",Zone 7,,Electrical Yard Equipment Conduit,not started,,,2023/07/23
"Zone 7, Location 2",Zone 7,,Electrical Yard 96 Equipment Placement,not started,,,2023/07/23
"Zone 7, Location 3",Zone 7,,Backfill,complete,,,2023/07/23
"Zone 7, Location 3",Zone 7,,Concrete Formwork,complete,,,2023/07/23
"Zone 7, Location 3",Zone 7,,Concrete Pour,complete,,,2023/07/23
"Zone 7, Location 3",Zone 7,,Concrete Rebar,complete,,,2023/07/23
"Zone 7, Location 3",Zone 7,,Electrical Yard Equipment Conduit,not started,,,2023/07/23
"Zone 7, Location 3",Zone 7,,Electrical Yard 96 Equipment Placement,not started,,,2023/07/23
"Zone 7, Location 4",Zone 7,,Backfill,complete,,,2023/07/23
"Zone 7, Location 4",Zone 7,,Concrete Formwork,complete,,,2023/07/23
"Zone 7, Location 4",Zone 7,,Concrete Pour,complete,,,2023/07/23
"Zone 7, Location 4",Zone 7,,Concrete Rebar,complete,,,2023/07/23
"Zone 7, Location 4",Zone 7,,Electrical Yard Equipment Conduit,not started,,,2023/07/23
"Zone 7, Location 4",Zone 7,,Electrical Yard 96 Equipment Placement,not started,,,2023/07/23
"Zone 7, Location 5",Zone 7,,Backfill,complete,,,2023/07/23
"Zone 7, Location 5",Zone 7,,Concrete Formwork,complete,,,2023/07/23
"Zone 7, Location 5",Zone 7,,Concrete Pour,complete,,,2023/07/23
"Zone 7, Location 5",Zone 7,,Concrete Rebar,complete,,,2023/07/23
"Zone 7, Location 5",Zone 7,,Electrical Yard Equipment Conduit,not started,,,2023/07/23
"Zone 7, Location 5",Zone 7,,Electrical Yard 96 Equipment Placement,not started,,,2023/07/23
"Zone 7, Location 6",Zone 7,,Backfill,complete,,,2023/07/23
"Zone 7, Location 6",Zone 7,,Concrete Formwork,complete,,,2023/07/23
"Zone 7, Location 6",Zone 7,,Concrete Pour,complete,,,2023/07/23
"Zone 7, Location 6",Zone 7,,Concrete Rebar,complete,,,2023/07/23
"Zone 7, Location 6",Zone 7,,Electrical Yard Equipment Conduit,not started,,,2023/07/23
"Zone 7, Location 6",Zone 7,,Electrical Yard 96 Equipment Placement,not started,,,2023/07/23
"Zone 7, Location 7",Zone 7,,Backfill,complete,,,2023/07/23
"Zone 7, Location 7",Zone 7,,Concrete Formwork,complete,,,2023/07/23
"Zone 7, Location 7",Zone 7,,Concrete Pour,complete,,,2023/07/23
"Zone 7, Location 7",Zone 7,,Concrete Rebar,complete,,,2023/07/23
"Zone 7, Location 7",Zone 7,,Electrical Yard Equipment Conduit,not started,,,2023/07/23
"Zone 7, Location 7",Zone 7,,Electrical Yard 96 Equipment Placement,not started,,,2023/07/23
"Zone 6, Location 1",Zone 6,,Backfill,complete,,,2023/07/23
"Zone 6, Location 1",Zone 6,,Concrete Formwork,complete,,,2023/07/23
"Zone 6, Location 1",Zone 6,,Concrete Pour,complete,,,2023/07/23
"Zone 6, Location 1",Zone 6,,Concrete Rebar,complete,,,2023/07/23
"Zone 6, Location 1",Zone 6,,Electrical Yard Equipment Conduit,not started,,,2023/07/23
"Zone 6, Location 1",Zone 6,,Electrical Yard 96 Equipment Placement,not started,,,2023/07/23
"Zone 6, Location 2",Zone 6,,Backfill,complete,,,2023/07/23
"Zone 6, Location 2",Zone 6,,Concrete Formwork,complete,,,2023/07/23
"Zone 6, Location 2",Zone 6,,Concrete Pour,complete,,,2023/07/23
"Zone 6, Location 2",Zone 6,,Concrete Rebar,complete,,,2023/07/23
"Zone 6, Location 2",Zone 6,,Electrical Yard Equipment Conduit,not started,,,2023/07/23
"Zone 6, Location 2",Zone 6,,Electrical Yard 96 Equipment Placement,not started,,,2023/07/23
"Zone 6, Location 3",Zone 6,,Backfill,complete,,,2023/07/23
"Zone 6, Location 3",Zone 6,,Concrete Formwork,complete,,,2023/07/23
"Zone 6, Location 3",Zone 6,,Concrete Pour,complete,,,2023/07/23
"Zone 6, Location 3",Zone 6,,Concrete Rebar,complete,,,2023/07/23
"Zone 6, Location 3",Zone 6,,Electrical Yard Equipment Conduit,not started,,,2023/07/23
"Zone 6, Location 3",Zone 6,,Electrical Yard 96 Equipment Placement,not started,,,2023/07/23
"Zone 6, Location 4",Zone 6,,Backfill,complete,,,2023/07/23
"Zone 6, Location 4",Zone 6,,Concrete Formwork,complete,,,2023/07/23
"Zone 6, Location 4",Zone 6,,Concrete Pour,complete,,,2023/07/23
"Zone 6, Location 4",Zone 6,,Concrete Rebar,complete,,,2023/07/23
"Zone 6, Location 4",Zone 6,,Electrical Yard Equipment Conduit,not started,,,2023/07/23
"Zone 6, Location 4",Zone 6,,Electrical Yard 96 Equipment Placement,not started,,,2023/07/23
"Zone 6, Location 5",Zone 6,,Backfill,complete,,,2023/07/23
"Zone 6, Location 5",Zone 6,,Concrete Formwork,complete,,,2023/07/23
"Zone 6, Location 5",Zone 6,,Concrete Pour,complete,,,2023/07/23
"Zone 6, Location 5",Zone 6,,Concrete Rebar,complete,,,2023/07/23
"Zone 6, Location 5",Zone 6,,Electrical Yard Equipment Conduit,not started,,,2023/07/23
"Zone 6, Location 5",Zone 6,,Electrical Yard 96 Equipment Placement,not started,,,2023/07/23
"Zone 6, Location 6",Zone 6,,Backfill,complete,,,2023/07/23
"Zone 6, Location 6",Zone 6,,Concrete Formwork,complete,,,2023/07/23
"Zone 6, Location 6",Zone 6,,Concrete Pour,complete,,,2023/07/23
"Zone 6, Location 6",Zone 6,,Concrete Rebar,complete,,,2023/07/23
"Zone 6, Location 6",Zone 6,,Electrical Yard Equipment Conduit,not started,,,2023/07/23
"Zone 6, Location 6",Zone 6,,Electrical Yard 96 Equipment Placement,not started,,,2023/07/23
"Zone 6, Location 7",Zone 6,,Backfill,complete,,,2023/07/23
"Zone 6, Location 7",Zone 6,,Concrete Formwork,complete,,,2023/07/23
"Zone 6, Location 7",Zone 6,,Concrete Pour,complete,,,2023/07/23
"Zone 6, Location 7",Zone 6,,Concrete Rebar,complete,,,2023/07/23
"Zone 6, Location 7",Zone 6,,Electrical Yard Equipment Conduit,not started,,,2023/07/23
"Zone 6, Location 7",Zone 6,,Electrical Yard 96 Equipment Placement,not started,,,2023/07/23
"Zone 5, Location 1",Zone 5,,Backfill,complete,,,2023/07/23
"Zone 5, Location 1",Zone 5,,Concrete Formwork,complete,,,2023/07/23
"Zone 5, Location 1",Zone 5,,Concrete Pour,complete,,,2023/07/23
"Zone 5, Location 1",Zone 5,,Concrete Rebar,complete,,,2023/07/23
"Zone 5, Location 1",Zone 5,,Electrical Yard Equipment Conduit,not started,,,2023/07/23
"Zone 5, Location 1",Zone 5,,Electrical Yard 96 Equipment Placement,not started,,,2023/07/23
"Zone 5, Location 2",Zone 5,,Backfill,complete,,,2023/07/23
"Zone 5, Location 2",Zone 5,,Concrete Formwork,complete,,,2023/07/23
"Zone 5, Location 2",Zone 5,,Concrete Pour,complete,,,2023/07/23
"Zone 5, Location 2",Zone 5,,Concrete Rebar,complete,,,2023/07/23
"Zone 5, Location 2",Zone 5,,Electrical Yard Equipment Conduit,not started,,,2023/07/23
"Zone 5, Location 2",Zone 5,,Electrical Yard 96 Equipment Placement,not started,,,2023/07/23
"Zone 5, Location 3",Zone 5,,Backfill,complete,,,2023/07/23
"Zone 5, Location 3",Zone 5,,Concrete Formwork,complete,,,2023/07/23
"Zone 5, Location 3",Zone 5,,Concrete Pour,complete,,,2023/07/23
"Zone 5, Location 3",Zone 5,,Concrete Rebar,complete,,,2023/07/23
"Zone 5, Location 3",Zone 5,,Electrical Yard Equipment Conduit,not started,,,2023/07/23
"Zone 5, Location 3",Zone 5,,Electrical Yard 96 Equipment Placement,not started,,,2023/07/23
"Zone 5, Location 4",Zone 5,,Backfill,complete,,,2023/07/23
"Zone 5, Location 4",Zone 5,,Concrete Formwork,complete,,,2023/07/23
"Zone 5, Location 4",Zone 5,,Concrete Pour,complete,,,2023/07/23
"Zone 5, Location 4",Zone 5,,Concrete Rebar,complete,,,2023/07/23
"Zone 5, Location 4",Zone 5,,Electrical Yard Equipment Conduit,not started,,,2023/07/23
"Zone 5, Location 4",Zone 5,,Electrical Yard 96 Equipment Placement,not started,,,2023/07/23
"Zone 5, Location 5",Zone 5,,Backfill,complete,,,2023/07/23
"Zone 5, Location 5",Zone 5,,Concrete Formwork,complete,,,2023/07/23
"Zone 5, Location 5",Zone 5,,Concrete Pour,complete,,,2023/07/23
"Zone 5, Location 5",Zone 5,,Concrete Rebar,complete,,,2023/07/23
"Zone 5, Location 5",Zone 5,,Electrical Yard Equipment Conduit,not started,,,2023/07/23
"Zone 5, Location 5",Zone 5,,Electrical Yard 96 Equipment Placement,not started,,,2023/07/23
"Zone 5, Location 6",Zone 5,,Backfill,complete,,,2023/07/23
"Zone 5, Location 6",Zone 5,,Concrete Formwork,complete,,,2023/07/23
"Zone 5, Location 6",Zone 5,,Concrete Pour,complete,,,2023/07/23
"Zone 5, Location 6",Zone 5,,Concrete Rebar,complete,,,2023/07/23
"Zone 5, Location 6",Zone 5,,Electrical Yard Equipment Conduit,not started,,,2023/07/23
"Zone 5, Location 6",Zone 5,,Electrical Yard 96 Equipment Placement,not started,,,2023/07/23
"Zone 5, Location 7",Zone 5,,Backfill,complete,,,2023/07/23
"Zone 5, Location 7",Zone 5,,Concrete Formwork,complete,,,2023/07/23
"Zone 5, Location 7",Zone 5,,Concrete Pour,complete,,,2023/07/23
"Zone 5, Location 7",Zone 5,,Concrete Rebar,complete,,,2023/07/23
"Zone 5, Location 7",Zone 5,,Electrical Yard Equipment Conduit,not started,,,2023/07/23
"Zone 5, Location 7",Zone 5,,Electrical Yard 96 Equipment Placement,not started,,,2023/07/23
"Zone 4, Location 1",Zone 4,,Backfill,complete,,,2023/07/23
"Zone 4, Location 1",Zone 4,,Concrete Formwork,complete,,,2023/07/23
"Zone 4, Location 1",Zone 4,,Concrete Pour,complete,,,2023/07/23
"Zone 4, Location 1",Zone 4,,Concrete Rebar,complete,,,2023/07/23
"Zone 4, Location 1",Zone 4,,Electrical Yard Equipment Conduit,not started,,,2023/07/23
"Zone 4, Location 1",Zone 4,,Electrical Yard 96 Equipment Placement,in progress,,,2023/07/23
"Zone 3, Location 1",Zone 3,,Backfill,complete,,,2023/07/23
"Zone 3, Location 1",Zone 3,,Concrete Formwork,complete,,,2023/07/23
"Zone 3, Location 1",Zone 3,,Concrete Pour,complete,,,2023/07/23
"Zone 3, Location 1",Zone 3,,Concrete Rebar,complete,,,2023/07/23
"Zone 3, Location 1",Zone 3,,Electrical Yard Equipment Conduit,not started,,,2023/07/23
"Zone 3, Location 1",Zone 3,,Electrical Yard 96 Equipment Placement,in progress,,,2023/07/23
"Zone 3, Location 2",Zone 3,,Backfill,complete,,,2023/07/23
"Zone 3, Location 2",Zone 3,,Concrete Formwork,complete,,,2023/07/23
"Zone 3, Location 2",Zone 3,,Concrete Pour,complete,,,2023/07/23
"Zone 3, Location 2",Zone 3,,Concrete Rebar,complete,,,2023/07/23
"Zone 3, Location 2",Zone 3,,Electrical Yard Equipment Conduit,not started,,,2023/07/23
"Zone 3, Location 2",Zone 3,,Electrical Yard 96 Equipment Placement,in progress,,,2023/07/23
"Zone 3, Location 3",Zone 3,,Backfill,complete,,,2023/07/23
"Zone 3, Location 3",Zone 3,,Concrete Formwork,complete,,,2023/07/23
"Zone 3, Location 3",Zone 3,,Concrete Pour,complete,,,2023/07/23
"Zone 3, Location 3",Zone 3,,Concrete Rebar,complete,,,2023/07/23
"Zone 3, Location 3",Zone 3,,Electrical Yard Equipment Conduit,not started,,,2023/07/23
"Zone 3, Location 3",Zone 3,,Electrical Yard 96 Equipment Placement,in progress,,,2023/07/23
"Zone 3, Location 4",Zone 3,,Backfill,complete,,,2023/07/23
"Zone 3, Location 4",Zone 3,,Concrete Formwork,complete,,,2023/07/23
"Zone 3, Location 4",Zone 3,,Concrete Pour,complete,,,2023/07/23
"Zone 3, Location 4",Zone 3,,Concrete Rebar,complete,,,2023/07/23
"Zone 3, Location 4",Zone 3,,Electrical Yard Equipment Conduit,not started,,,2023/07/23
"Zone 3, Location 4",Zone 3,,Electrical Yard 96 Equipment Placement,in progress,,,2023/07/23
"Zone 3, Location 5",Zone 3,,Backfill,complete,,,2023/07/23
"Zone 3, Location 5",Zone 3,,Concrete Formwork,complete,,,2023/07/23
"Zone 3, Location 5",Zone 3,,Concrete Pour,complete,,,2023/07/23
"Zone 3, Location 5",Zone 3,,Concrete Rebar,complete,,,2023/07/23
"Zone 3, Location 5",Zone 3,,Electrical Yard Equipment Conduit,not started,,,2023/07/23
"Zone 3, Location 5",Zone 3,,Electrical Yard 96 Equipment Placement,in progress,,,2023/07/23
"Zone 3, Location 6",Zone 3,,Backfill,complete,,,2023/07/23
"Zone 3, Location 6",Zone 3,,Concrete Formwork,complete,,,2023/07/23
"Zone 3, Location 6",Zone 3,,Concrete Pour,complete,,,2023/07/23
"Zone 3, Location 6",Zone 3,,Concrete Rebar,complete,,,2023/07/23
"Zone 3, Location 6",Zone 3,,Electrical Yard Equipment Conduit,not started,,,2023/07/23
"Zone 3, Location 6",Zone 3,,Electrical Yard 96 Equipment Placement,in progress,,,2023/07/23
"Zone 2, Location 3",Zone 2,,Backfill,complete,,,2023/07/23
"Zone 2, Location 3",Zone 2,,Concrete Formwork,complete,,,2023/07/23
"Zone 2, Location 3",Zone 2,,Concrete Pour,complete,,,2023/07/23
"Zone 2, Location 3",Zone 2,,Concrete Rebar,complete,,,2023/07/23
"Zone 2, Location 3",Zone 2,,Electrical Yard Equipment Conduit,not started,,,2023/07/23
"Zone 2, Location 3",Zone 2,,Electrical Yard 96 Equipment Placement,in progress,,,2023/07/23
"Zone 2, Location 4",Zone 2,,Backfill,complete,,,2023/07/23
"Zone 2, Location 4",Zone 2,,Concrete Formwork,complete,,,2023/07/23
"Zone 2, Location 4",Zone 2,,Concrete Pour,complete,,,2023/07/23
"Zone 2, Location 4",Zone 2,,Concrete Rebar,complete,,,2023/07/23
"Zone 2, Location 4",Zone 2,,Electrical Yard Equipment Conduit,not started,,,2023/07/23
"Zone 2, Location 4",Zone 2,,Electrical Yard 96 Equipment Placement,in progress,,,2023/07/23
"Zone 2, Location 5",Zone 2,,Backfill,complete,,,2023/07/23
"Zone 2, Location 5",Zone 2,,Concrete Formwork,complete,,,2023/07/23
"Zone 2, Location 5",Zone 2,,Concrete Pour,complete,,,2023/07/23
"Zone 2, Location 5",Zone 2,,Concrete Rebar,complete,,,2023/07/23
"Zone 2, Location 5",Zone 2,,Electrical Yard Equipment Conduit,not started,,,2023/07/23
"Zone 2, Location 5",Zone 2,,Electrical Yard 96 Equipment Placement,in progress,,,2023/07/23
"Zone 2, Location 6",Zone 2,,Backfill,complete,,,2023/07/23
"Zone 2, Location 6",Zone 2,,Concrete Formwork,complete,,,2023/07/23
"Zone 2, Location 6",Zone 2,,Concrete Pour,complete,,,2023/07/23
"Zone 2, Location 6",Zone 2,,Concrete Rebar,complete,,,2023/07/23
"Zone 2, Location 6",Zone 2,,Electrical Yard Equipment Conduit,not started,,,2023/07/23
"Zone 2, Location 6",Zone 2,,Electrical Yard 96 Equipment Placement,in progress,,,2023/07/23
"Zone 2, Location 7",Zone 2,,Backfill,complete,,,2023/07/23
"Zone 2, Location 7",Zone 2,,Concrete Formwork,complete,,,2023/07/23
"Zone 2, Location 7",Zone 2,,Concrete Pour,complete,,,2023/07/23
"Zone 2, Location 7",Zone 2,,Concrete Rebar,complete,,,2023/07/23
"Zone 2, Location 7",Zone 2,,Electrical Yard Equipment Conduit,not started,,,2023/07/23
"Zone 2, Location 7",Zone 2,,Electrical Yard 96 Equipment Placement,in progress,,,2023/07/23
"Zone 2, Location 8",Zone 2,,Backfill,complete,,,2023/07/23
"Zone 2, Location 8",Zone 2,,Concrete Formwork,complete,,,2023/07/23
"Zone 2, Location 8",Zone 2,,Concrete Pour,complete,,,2023/07/23
"Zone 2, Location 8",Zone 2,,Concrete Rebar,complete,,,2023/07/23
"Zone 2, Location 8",Zone 2,,Electrical Yard Equipment Conduit,not started,,,2023/07/23
"Zone 2, Location 8",Zone 2,,Electrical Yard 96 Equipment Placement,in progress,,,2023/07/23
"Zone 2, Location 9",Zone 2,,Backfill,complete,,,2023/07/23
"Zone 2, Location 9",Zone 2,,Concrete Formwork,complete,,,2023/07/23
"Zone 2, Location 9",Zone 2,,Concrete Pour,complete,,,2023/07/23
"Zone 2, Location 9",Zone 2,,Concrete Rebar,complete,,,2023/07/23
