TaskID,TaskName,TradeJudgement,Reasoning
TK_NotStart,PRO-024030,Unassigned,No alias match
TK_NotStart,PRO-024032,Unassigned,No alias match
TK_Complete,PRO-014030,Unassigned,No alias match
TK_NotStart,PRO-024091,Unassigned,No alias match
TK_NotStart,PRO-024092,Unassigned,No alias match
TK_NotStart,PRO-012533,Unassigned,No alias match
TK_NotStart,PRO-012533-2,Unassigned,No alias match
TK_NotStart,PRO-012533-3,Unassigned,No alias match
TK_NotStart,PRO-012533-4,Unassigned,No alias match
TK_NotStart,PRO-012533-5,Unassigned,No alias match
TK_NotStart,PRO-012534,Unassigned,No alias match
TK_NotStart,PRO-012534-3,Unassigned,No alias match
TK_NotStart,PRO-012534-4,Unassigned,No alias match
TK_NotStart,PRO-012534-6,Unassigned,No alias match
TK_NotStart,PRO-012534-5,Unassigned,No alias match
TK_NotStart,PRO-022534,Unassigned,No alias match
TK_NotStart,PRO-022534-3,Unassigned,No alias match
TK_NotStart,PRO-022534-4,Unassigned,No alias match
TK_NotStart,PRO-022534-6,Unassigned,No alias match
TK_NotStart,PRO-022534-5,Unassigned,No alias match
TK_NotStart,MIL-1100,Unassigned,No alias match
TK_Complete,PRO-010210,Unassigned,No alias match
TK_Complete,PRO-010220,Unassigned,No alias match
TK_NotStart,PRO-010225,Unassigned,No alias match
TK_NotStart,PRO-010230,Unassigned,No alias match
TK_Complete,PRO-010235,Unassigned,No alias match
TK_Active,PRO-010245,Unassigned,No alias match
TK_Active,PRO-010255,Unassigned,No alias match
TK_Complete,PRO-010275,Unassigned,No alias match
TK_Active,PRO-010295,Unassigned,No alias match
TK_Complete,PRO-010300,Unassigned,No alias match
TK_Active,PRO-010310,Unassigned,No alias match
TK_Complete,PRO-020300,Unassigned,No alias match
TK_NotStart,PRO-020325,Unassigned,No alias match
TK_Active,PRO-020320,Unassigned,No alias match
TK_Active,PRO-010320,Unassigned,No alias match
TK_Active,PRO-010325,Unassigned,No alias match
TK_Active,PRO-010330,Unassigned,No alias match
TK_NotStart,PRO-010340,Unassigned,No alias match
TK_Active,PRO-010345,Unassigned,No alias match
TK_Active,PRO-010350,Unassigned,No alias match
TK_Active,PRO-010355,Unassigned,No alias match
TK_NotStart,MIL-1090,Unassigned,No alias match
TK_NotStart,GG4872,Unassigned,No alias match
TK_NotStart,GG4882,Unassigned,No alias match
TK_NotStart,GG5750,Unassigned,No alias match
TK_NotStart,GG5752,Unassigned,No alias match
TK_Active,PRO-012722,Unassigned,No alias match
TK_Active,PRO-012723,Unassigned,No alias match
TK_Active,PRO-022722,Unassigned,No alias match
TK_Active,PRO-022723,Unassigned,No alias match
TK_Complete,PRO-010577,Unassigned,No alias match
TK_Complete,PRO-020575,Unassigned,No alias match
TK_Complete,PRO-020576,Unassigned,No alias match
TK_NotStart,PRO-020577,Unassigned,No alias match
TK_Active,PRO-011600,Unassigned,No alias match
TK_Complete,PRO-011958,Unassigned,No alias match
TK_NotStart,PRO-010907,Unassigned,No alias match
TK_NotStart,GG4801,Unassigned,No alias match
TK_NotStart,GG4844,Unassigned,No alias match
TK_NotStart,GG4897,Unassigned,No alias match
TK_NotStart,GG4921,Unassigned,No alias match
TK_NotStart,GG4945,Unassigned,No alias match
TK_NotStart,GG4992,Unassigned,No alias match
TK_NotStart,GG4522,Unassigned,No alias match
TK_NotStart,GG5545,Unassigned,No alias match
TK_NotStart,PRO-019355,Unassigned,No alias match
TK_NotStart,PRO-019314,Unassigned,No alias match
TK_NotStart,PRO-019358,Unassigned,No alias match
TK_NotStart,PRO-019315,Unassigned,No alias match
TK_NotStart,PRO-010921,Unassigned,No alias match
TK_Complete,PRO-019303,Unassigned,No alias match
TK_Active,PRO-019305,Unassigned,No alias match
TK_NotStart,PRO-019319-1,Unassigned,No alias match
TK_Complete,PRO-011475,Unassigned,No alias match
TK_Active,PRO-014607,Unassigned,No alias match
TK_Active,PRO-011830,Unassigned,No alias match
TK_Active,PRO-013372,Unassigned,No alias match
TK_Complete,PRO-019350,Unassigned,No alias match
TK_Active,PRO-010931,Unassigned,No alias match
TK_NotStart,PRO-019352,Unassigned,No alias match
TK_NotStart,PRO-019319,Unassigned,No alias match
TK_NotStart,PRO-010922,Unassigned,No alias match
TK_NotStart,PCN-1170,Unassigned,No alias match
TK_NotStart,PCN-1180,Unassigned,No alias match
TK_NotStart,PCN-1175,Unassigned,No alias match
TK_NotStart,PCN-1220,Unassigned,No alias match
TK_NotStart,PCN-1185,Unassigned,No alias match
TK_Active,CON-1945,Unassigned,No alias match
TK_NotStart,CON-5285,Unassigned,No alias match
TK_Complete,CON-1160,Unassigned,No alias match
TK_Complete,CON-1090,Unassigned,No alias match
TK_Active,PRO-014441,Unassigned,No alias match
TK_Complete,PRO-014440,Unassigned,No alias match
TK_NotStart,PRO-014442,Unassigned,No alias match
TK_NotStart,GG4803,Unassigned,No alias match
TK_NotStart,GG4899,Unassigned,No alias match
TK_NotStart,GG4923,Unassigned,No alias match
TK_NotStart,GG4947,Unassigned,No alias match
TK_NotStart,GG4971,Unassigned,No alias match
TK_NotStart,GG4521,Unassigned,No alias match
TK_NotStart,GG4523,Unassigned,No alias match
TK_NotStart,GG5547,Unassigned,No alias match
TK_Active,PRO-021941,Unassigned,No alias match
TK_NotStart,PRO-029314,Unassigned,No alias match
TK_Complete,PRO-021940,Unassigned,No alias match
TK_Complete,PRO-021950,Unassigned,No alias match
TK_Active,PRO-020920,Unassigned,No alias match
TK_Complete,PRO-020919,Unassigned,No alias match
TK_Active,PRO-021951,Unassigned,No alias match
TK_NotStart,PRO-029358,Unassigned,No alias match
TK_NotStart,PRO-029315,Unassigned,No alias match
TK_NotStart,PRO-020921,Unassigned,No alias match
TK_NotStart,PRO-024654,Unassigned,No alias match
TK_NotStart,PRO-021810,Unassigned,No alias match
TK_Complete,PRO-029350,Unassigned,No alias match
TK_Active,PRO-020931,Unassigned,No alias match
TK_NotStart,PRO-029352,Unassigned,No alias match
TK_NotStart,PRO-026891,Unassigned,No alias match
TK_NotStart,PCN-1230,Unassigned,No alias match
TK_NotStart,PCN-1225,Unassigned,No alias match
TK_NotStart,PCN-1245,Unassigned,No alias match
TK_NotStart,PCN-1235,Unassigned,No alias match
TK_NotStart,PCN-1240,Unassigned,No alias match
TK_NotStart,PRO-019317,Unassigned,No alias match
TK_NotStart,PRO-026892,Unassigned,No alias match
TK_NotStart,PRO-021953,Unassigned,No alias match
TK_NotStart,PRO-019316,Unassigned,No alias match
TK_NotStart,PRO-019312,Unassigned,No alias match
TK_NotStart,PRO-019313,Unassigned,No alias match
TK_Complete,PRO-019306,Unassigned,No alias match
TK_Complete,PRO-010927,Unassigned,No alias match
TK_NotStart,PRO-011953,Unassigned,No alias match
TK_NotStart,PRO-016893,Unassigned,No alias match
TK_NotStart,PRO-019351,Unassigned,No alias match
TK_Active,CON-1330,Unassigned,No alias match
TK_NotStart,CON-1790,Unassigned,No alias match
TK_Active,CON-1950,Unassigned,No alias match
TK_NotStart,CON-1920,Unassigned,No alias match
TK_Active,CON-2440,Unassigned,No alias match
TK_NotStart,CON-2705,Unassigned,No alias match
TK_NotStart,CON-2965,Unassigned,No alias match
TK_NotStart,CON-1845,Unassigned,No alias match
TK_NotStart,CON-2640,Unassigned,No alias match
TK_NotStart,CON-3300,Unassigned,No alias match
TK_NotStart,CON-3370,Unassigned,No alias match
TK_NotStart,CON-3820,Unassigned,No alias match
TK_NotStart,CON-4875,Unassigned,No alias match
TK_NotStart,CON-5150,Unassigned,No alias match
TK_NotStart,CON-5260,Unassigned,No alias match
TK_Complete,CON-1135,Unassigned,No alias match
TK_NotStart,CON-3295,Unassigned,No alias match
TK_NotStart,GG4169,Unassigned,No alias match
TK_NotStart,GG4171,Unassigned,No alias match
TK_NotStart,PRO-019359,Unassigned,No alias match
TK_NotStart,PRO-019357,Unassigned,No alias match
TK_NotStart,PRO-019353,Unassigned,No alias match
TK_NotStart,PRO-029359,Unassigned,No alias match
TK_NotStart,PRO-029360,Unassigned,No alias match
TK_NotStart,PRO-029353,Unassigned,No alias match
TK_NotStart,PRO-029354,Unassigned,No alias match
TK_NotStart,PRO-014608,Unassigned,No alias match
TK_NotStart,PRO-024608,Unassigned,No alias match
TK_NotStart,PRO-010933,Unassigned,No alias match
TK_Complete,PRO-010934,Unassigned,No alias match
TK_Complete,PRO-010932,Unassigned,No alias match
TK_Complete,PRO-014534,Unassigned,No alias match
TK_Active,PRO-014602,Unassigned,No alias match
TK_Active,PRO-014604,Unassigned,No alias match
TK_Active,PRO-014606,Unassigned,No alias match
TK_Active,PRO-014605,Unassigned,No alias match
TK_Active,PRO-024601,Unassigned,No alias match
TK_Active,PRO-024607,Unassigned,No alias match
TK_Active,PRO-021830,Unassigned,No alias match
TK_Active,PRO-024602,Unassigned,No alias match
TK_Active,PRO-024604,Unassigned,No alias match
TK_Active,PRO-024606,Unassigned,No alias match
TK_Active,PRO-024605,Unassigned,No alias match
TK_Complete,PRO-014635,Unassigned,No alias match
TK_Complete,CON-2145,Unassigned,No alias match
TK_Complete,DES-1215,Unassigned,No alias match
TK_Complete,DES-1160,Unassigned,No alias match
TK_Complete,DES-1085,Unassigned,No alias match
TK_Complete,DES-1150,Unassigned,No alias match
TK_Complete,DES-1155,Unassigned,No alias match
TK_Complete,MIL-1035,Unassigned,No alias match
TK_Complete,MIL-1020,Unassigned,No alias match
TK_Complete,PCN-1015,Unassigned,No alias match
TK_Complete,MIL-1025,Unassigned,No alias match
TK_Complete,MIL-1030,Unassigned,No alias match
TK_Complete,DES-1060,Unassigned,No alias match
TK_Complete,DES-1100,Unassigned,No alias match
TK_Complete,DES-1080,Unassigned,No alias match
TK_Complete,DES-1035,Unassigned,No alias match
TK_Complete,DES-1030,Unassigned,No alias match
TK_Complete,DES-1010,Unassigned,No alias match
TK_Complete,DES-1020,Unassigned,No alias match
TK_Complete,DES-1005,Unassigned,No alias match
TK_Complete,DES-1000,Unassigned,No alias match
TK_Complete,MIL-1015,Unassigned,No alias match
TK_Complete,MIL-1005,Unassigned,No alias match
TK_Complete,DES-1015,Unassigned,No alias match
TK_Complete,DES-1025,Unassigned,No alias match
TK_Complete,PRO-011950,Unassigned,No alias match
TK_Active,PRO-011951,Unassigned,No alias match
TK_Active,PRO-014621,Unassigned,No alias match
TK_Complete,PRO-014620,Unassigned,No alias match
TK_Complete,PRO-014619,Unassigned,No alias match
TK_Complete,PRO-014618,Unassigned,No alias match
TK_Complete,PRO-014651,Unassigned,No alias match
TK_Active,PRO-014630,Unassigned,No alias match
TK_Complete,PRO-014631,Unassigned,No alias match
TK_NotStart,PRO-014632,Unassigned,No alias match
TK_Active,PRO-014634,Unassigned,No alias match
TK_Active,PRO-014637,Unassigned,No alias match
TK_Complete,PRO-014638,Unassigned,No alias match
TK_Complete,MIL-1000,Unassigned,No alias match
TK_Complete,MIL-1010,Unassigned,No alias match
TK_NotStart,PRO-014622,Unassigned,No alias match
TK_Active,PRO-024652,Unassigned,No alias match
TK_Complete,PRO-024651,Unassigned,No alias match
TK_Active,PRO-011941,Unassigned,No alias match
TK_Complete,PRO-011940,Unassigned,No alias match
TK_Active,PRO-010920,Unassigned,No alias match
TK_Complete,PRO-010919,Unassigned,No alias match
TK_Complete,PRO-019304,Unassigned,No alias match
TK_Active,PRO-010930,Unassigned,No alias match
TK_Active,PRO-019302,Unassigned,No alias match
TK_Complete,PRO-019301,Unassigned,No alias match
TK_Complete,CON-1915,Unassigned,No alias match
TK_Complete,CON-1995,Unassigned,No alias match
TK_Active,CON-2080,Unassigned,No alias match
TK_NotStart,CON-2255,Unassigned,No alias match
TK_Active,CON-2385,Unassigned,No alias match
TK_NotStart,CON-2460,Unassigned,No alias match
TK_NotStart,CON-1990,Unassigned,No alias match
TK_NotStart,CON-5370,Unassigned,No alias match
TK_NotStart,CON-5505,Unassigned,No alias match
TK_NotStart,CON-5630,Unassigned,No alias match
TK_NotStart,CON-4360,Unassigned,No alias match
TK_NotStart,CON-3395,Unassigned,No alias match
TK_NotStart,CON-4355,Unassigned,No alias match
TK_NotStart,CON-6210,Unassigned,No alias match
TK_Complete,CON-1180,Unassigned,No alias match
TK_Complete,CON-1150,Unassigned,No alias match
TK_Complete,CON-1220,Unassigned,No alias match
TK_Complete,CON-1315,Unassigned,No alias match
TK_Complete,CON-1265,Unassigned,No alias match
TK_NotStart,CON-5385,Unassigned,No alias match
TK_NotStart,CON-2010,Unassigned,No alias match
TK_Active,CON-2165,Unassigned,No alias match
TK_Active,CON-1930,Unassigned,No alias match
TK_NotStart,CON-5220,Unassigned,No alias match
TK_NotStart,CON-4805,Unassigned,No alias match
TK_Complete,CON-1195,Unassigned,No alias match
TK_Complete,CON-1210,Unassigned,No alias match
TK_Complete,CON-1225,Unassigned,No alias match
TK_Complete,CON-1245,Unassigned,No alias match
TK_Complete,CON-1270,Unassigned,No alias match
TK_Complete,CON-1295,Unassigned,No alias match
TK_Complete,CON-1340,Unassigned,No alias match
TK_Complete,CON-1355,Unassigned,No alias match
TK_Complete,CON-1380,Unassigned,No alias match
TK_Complete,CON-1395,Unassigned,No alias match
TK_Complete,CON-1430,Unassigned,No alias match
TK_Complete,CON-1450,Unassigned,No alias match
TK_Complete,CON-1475,Unassigned,No alias match
TK_Complete,CON-1925,Unassigned,No alias match
TK_Complete,CON-1880,Unassigned,No alias match
TK_Active,CON-2565,Unassigned,No alias match
TK_Complete,CON-1760,Unassigned,No alias match
TK_Active,CON-2225,Unassigned,No alias match
TK_Complete,CON-1320,Unassigned,No alias match
TK_Complete,CON-1345,Unassigned,No alias match
TK_Complete,CON-1360,Unassigned,No alias match
TK_Complete,CON-1370,Unassigned,No alias match
TK_Complete,CON-1405,Unassigned,No alias match
TK_Complete,CON-1420,Unassigned,No alias match
TK_Complete,CON-1455,Unassigned,No alias match
TK_Complete,CON-1240,Unassigned,No alias match
TK_Complete,CON-1260,Unassigned,No alias match
TK_NotStart,CON-2600,Unassigned,No alias match
TK_NotStart,CON-3265,Unassigned,No alias match
TK_NotStart,CON-7550,Unassigned,No alias match
TK_NotStart,CON-6655,Unassigned,No alias match
TK_NotStart,CON-5570,Unassigned,No alias match
TK_NotStart,CON-7320,Unassigned,No alias match
TK_NotStart,CON-6235,Unassigned,No alias match
TK_Complete,CON-2495,Unassigned,No alias match
TK_Complete,CON-2530,Unassigned,No alias match
TK_NotStart,CON-3045,Unassigned,No alias match
TK_NotStart,CON-3115,Unassigned,No alias match
TK_NotStart,CON-3165,Unassigned,No alias match
TK_NotStart,CON-3220,Unassigned,No alias match
TK_NotStart,CON-3355,Unassigned,No alias match
TK_NotStart,CON-3440,Unassigned,No alias match
TK_NotStart,CON-3540,Unassigned,No alias match
TK_NotStart,CON-3610,Unassigned,No alias match
TK_NotStart,CON-3680,Unassigned,No alias match
TK_NotStart,CON-3880,Unassigned,No alias match
TK_NotStart,CON-3975,Unassigned,No alias match
TK_NotStart,CON-4090,Unassigned,No alias match
TK_NotStart,CON-4205,Unassigned,No alias match
TK_NotStart,CON-4300,Unassigned,No alias match
TK_NotStart,CON-4440,Unassigned,No alias match
TK_NotStart,CON-4600,Unassigned,No alias match
TK_NotStart,CON-4715,Unassigned,No alias match
TK_NotStart,CON-4930,Unassigned,No alias match
TK_NotStart,CON-2805,Unassigned,No alias match
TK_NotStart,CON-3720,Unassigned,No alias match
TK_NotStart,CON-5565,Unassigned,No alias match
TK_NotStart,CON-6110,Unassigned,No alias match
TK_NotStart,CON-8135,Unassigned,No alias match
TK_NotStart,CON-8290,Unassigned,No alias match
TK_NotStart,CON-8425,Unassigned,No alias match
TK_NotStart,CON-7545,Unassigned,No alias match
TK_NotStart,CON-8420,Unassigned,No alias match
TK_NotStart,CON-7540,Unassigned,No alias match
TK_NotStart,CON-2345,Unassigned,No alias match
TK_NotStart,CON-2630,Unassigned,No alias match
TK_NotStart,CON-8130,Unassigned,No alias match
TK_NotStart,CON-8630,Unassigned,No alias match
TK_NotStart,CON-5575,Unassigned,No alias match
TK_NotStart,CON-6785,Unassigned,No alias match
TK_NotStart,CON-8475,Unassigned,No alias match
TK_NotStart,CON-7970,Unassigned,No alias match
TK_NotStart,CON-7185,Unassigned,No alias match
TK_NotStart,CON-8190,Unassigned,No alias match
TK_NotStart,CON-7605,Unassigned,No alias match
TK_NotStart,CON-6230,Unassigned,No alias match
TK_NotStart,CON-7470,Unassigned,No alias match
TK_NotStart,CON-7595,Unassigned,No alias match
TK_NotStart,CON-7855,Unassigned,No alias match
TK_NotStart,CON-8655,Unassigned,No alias match
TK_NotStart,CON-8675,Unassigned,No alias match
TK_NotStart,CON-8685,Unassigned,No alias match
TK_NotStart,CON-8470,Unassigned,No alias match
TK_NotStart,CON-8690,Unassigned,No alias match
TK_NotStart,CON-8465,Unassigned,No alias match
TK_NotStart,CON-6105,Unassigned,No alias match
TK_NotStart,CON-7315,Unassigned,No alias match
TK_NotStart,CON-8650,Unassigned,No alias match
TK_NotStart,CON-8705,Unassigned,No alias match
TK_NotStart,CON-6330,Unassigned,No alias match
TK_NotStart,CON-6770,Unassigned,No alias match
TK_NotStart,CON-7405,Unassigned,No alias match
TK_Complete,CON-2580,Unassigned,No alias match
TK_Complete,CON-1110,Unassigned,No alias match
TK_NotStart,CON-2645,Unassigned,No alias match
TK_NotStart,CON-3810,Unassigned,No alias match
TK_NotStart,CON-7170,Unassigned,No alias match
TK_NotStart,CON-8060,Unassigned,No alias match
TK_NotStart,CON-8170,Unassigned,No alias match
TK_NotStart,CON-5145,Unassigned,No alias match
TK_NotStart,CON-5050,Unassigned,No alias match
TK_NotStart,CON-5915,Unassigned,No alias match
TK_NotStart,CON-7045,Unassigned,No alias match
TK_NotStart,CON-6795,Unassigned,No alias match
TK_NotStart,CON-8305,Unassigned,No alias match
TK_NotStart,CON-8625,Unassigned,No alias match
TK_NotStart,CON-3410,Unassigned,No alias match
TK_NotStart,CON-8175,Unassigned,No alias match
TK_NotStart,CON-8285,Unassigned,No alias match
TK_NotStart,CON-4400,Unassigned,No alias match
TK_NotStart,CON-8240,Unassigned,No alias match
TK_NotStart,CON-8635,Unassigned,No alias match
TK_NotStart,CON-8700,Unassigned,No alias match
TK_Complete,CON-2355,Unassigned,No alias match
TK_Complete,CON-2220,Unassigned,No alias match
TK_Complete,CON-1510,Unassigned,No alias match
TK_Complete,CON-1620,Unassigned,No alias match
TK_Complete,CON-1560,Unassigned,No alias match
TK_Complete,CON-1675,Unassigned,No alias match
TK_Complete,CON-1775,Unassigned,No alias match
TK_Complete,CON-1725,Unassigned,No alias match
TK_Complete,CON-1805,Unassigned,No alias match
TK_Complete,CON-1870,Unassigned,No alias match
TK_NotStart,CON-4545,Unassigned,No alias match
TK_Complete,CON-1895,Unassigned,No alias match
TK_Complete,CON-1975,Unassigned,No alias match
TK_Complete,CON-1935,Unassigned,No alias match
TK_Complete,CON-2000,Unassigned,No alias match
TK_Complete,CON-2085,Unassigned,No alias match
TK_Complete,CON-2050,Unassigned,No alias match
TK_Complete,CON-2180,Unassigned,No alias match
TK_Complete,CON-2265,Unassigned,No alias match
TK_Complete,CON-1835,Unassigned,No alias match
TK_Complete,CON-2230,Unassigned,No alias match
