"date","locationId","trade","status"
"2020-10-01","68881c0d9c359a7c21399336","Vapor Barrier","not started"
"2020-10-01","68881c0d9c359a7c21399336","Underground Utilities","not started"
"2020-10-01","68881c0d9c359a7c21399336","Structural Steel","not started"
"2020-10-01","68881c0d9c359a7c21399336","Roofing","not started"
"2020-10-01","68881c0d9c359a7c21399336","Roof HVAC Units","not started"
"2020-10-01","68881c0d9c359a7c21399336","Roof HVAC Piping","not started"
"2020-10-01","68881c0d9c359a7c21399336","Tilt-Up Wall Panels","not started"
"2020-10-01","68881c0d9c359a7c21399336","Structural Piles","not started"
"2020-10-01","68881c0d9c359a7c21399336","Concrete Pour","not started"
"2020-10-01","68881c0d9c359a7c21399336","Concrete Formwork","not started"
"2020-10-01","68881c0d9c359a7c21399336","Concrete Rebar","not started"
"2020-10-01","68881c0d9c359a7c21399336","Concrete Foundation Pour","not started"
"2020-10-01","68881c0d9c359a7c21399336","Roofing Insulation","not started"
"2020-10-01","68881c0d9c359a7c21399336","Roofing Membrane","not started"
"2020-10-01","68881af3cbdd5a6f740a1e42","Excavation","in progress"
"2020-10-01","68881af3cbdd5a6f740a1e42","Batterboards","not started"
"2020-10-01","68881af3cbdd5a6f740a1e42","Vapor Barrier","not started"
"2020-10-01","68881af3cbdd5a6f740a1e42","Underground Utilities","not started"
"2020-10-01","68881af3cbdd5a6f740a1e42","Structural Steel","not started"
"2020-10-01","68881af3cbdd5a6f740a1e42","Roofing","not started"
"2020-10-01","68881af3cbdd5a6f740a1e42","Roof HVAC Units","not started"
"2020-10-01","68881af3cbdd5a6f740a1e42","Roof HVAC Piping","not started"
"2020-10-01","68881af3cbdd5a6f740a1e42","Tilt-Up Wall Panels","not started"
"2020-10-01","68881af3cbdd5a6f740a1e42","Structural Piles","not started"
"2020-10-01","68881af3cbdd5a6f740a1e42","Concrete Pour","not started"
"2020-10-01","68881af3cbdd5a6f740a1e42","Concrete Formwork","not started"
"2020-10-01","68881af3cbdd5a6f740a1e42","Concrete Rebar","not started"
"2020-10-01","68881af3cbdd5a6f740a1e42","Concrete Foundation Pour","not started"
"2020-10-01","68881af3cbdd5a6f740a1e42","Roofing Insulation","not started"
"2020-10-01","68881af3cbdd5a6f740a1e42","Roofing Membrane","not started"
"2020-10-01","68881aace1e8315beb8dbf32","Excavation","in progress"
"2020-10-01","68881aace1e8315beb8dbf32","Batterboards","not started"
"2020-10-01","68881aace1e8315beb8dbf32","Vapor Barrier","not started"
"2020-10-01","68881aace1e8315beb8dbf32","Underground Utilities","not started"
"2020-10-01","68881aace1e8315beb8dbf32","Structural Steel","not started"
"2020-10-01","68881aace1e8315beb8dbf32","Roofing","not started"
"2020-10-01","68881aace1e8315beb8dbf32","Roof HVAC Units","not started"
"2020-10-01","68881aace1e8315beb8dbf32","Roof HVAC Piping","not started"
"2020-10-01","68881aace1e8315beb8dbf32","Tilt-Up Wall Panels","not started"
"2020-10-01","68881aace1e8315beb8dbf32","Structural Piles","not started"
"2020-10-01","68881aace1e8315beb8dbf32","Concrete Pour","not started"
"2020-10-01","68881aace1e8315beb8dbf32","Concrete Formwork","not started"
"2020-10-01","68881aace1e8315beb8dbf32","Concrete Rebar","not started"
"2020-10-01","68881aace1e8315beb8dbf32","Concrete Foundation Pour","not started"
"2020-10-01","68881aace1e8315beb8dbf32","Roofing Insulation","not started"
"2020-10-01","68881aace1e8315beb8dbf32","Roofing Membrane","not started"
"2020-10-01","688819c084c0ccb3af37ee44","Excavation","in progress"
"2020-10-01","688819c084c0ccb3af37ee44","Batterboards","not started"
"2020-10-01","688819c084c0ccb3af37ee44","Vapor Barrier","not started"
"2020-10-01","688819c084c0ccb3af37ee44","Underground Utilities","not started"
"2020-10-01","688819c084c0ccb3af37ee44","Structural Steel","not started"
"2020-10-01","688819c084c0ccb3af37ee44","Roofing","not started"
"2020-10-01","688819c084c0ccb3af37ee44","Roof HVAC Units","not started"
"2020-10-01","688819c084c0ccb3af37ee44","Roof HVAC Piping","not started"
"2020-10-01","688819c084c0ccb3af37ee44","Tilt-Up Wall Panels","not started"
"2020-10-01","688819c084c0ccb3af37ee44","Structural Piles","not started"
"2020-10-01","688819c084c0ccb3af37ee44","Concrete Pour","not started"
"2020-10-01","688819c084c0ccb3af37ee44","Concrete Formwork","not started"
"2020-10-01","688819c084c0ccb3af37ee44","Concrete Rebar","not started"
"2020-10-01","688819c084c0ccb3af37ee44","Concrete Foundation Pour","not started"
"2020-10-01","688819c084c0ccb3af37ee44","Roofing Insulation","not started"
"2020-10-01","688819c084c0ccb3af37ee44","Roofing Membrane","not started"
"2020-10-01","68881865a0f3c54a3f9fed31","Excavation","in progress"
"2020-10-01","68881865a0f3c54a3f9fed31","Batterboards","not started"
"2020-10-01","68881865a0f3c54a3f9fed31","Vapor Barrier","not started"
"2020-10-01","68881865a0f3c54a3f9fed31","Underground Utilities","not started"
"2020-10-01","68881865a0f3c54a3f9fed31","Structural Steel","not started"
"2020-10-01","68881865a0f3c54a3f9fed31","Roofing","not started"
"2020-10-01","68881865a0f3c54a3f9fed31","Roof HVAC Units","not started"
"2020-10-01","68881865a0f3c54a3f9fed31","Roof HVAC Piping","not started"
"2020-10-01","68881865a0f3c54a3f9fed31","Tilt-Up Wall Panels","not started"
"2020-10-01","68881865a0f3c54a3f9fed31","Structural Piles","not started"
"2020-10-01","68881865a0f3c54a3f9fed31","Concrete Pour","not started"
"2020-10-01","68881865a0f3c54a3f9fed31","Concrete Formwork","not started"
"2020-10-01","68881865a0f3c54a3f9fed31","Concrete Rebar","not started"
"2020-10-01","68881865a0f3c54a3f9fed31","Concrete Foundation Pour","not started"
"2020-10-01","68881865a0f3c54a3f9fed31","Roofing Insulation","not started"
"2020-10-01","68881865a0f3c54a3f9fed31","Roofing Membrane","not started"
"2020-10-01","688817b5587882b7457d5719","Excavation","in progress"
"2020-10-01","688817b5587882b7457d5719","Batterboards","not started"
"2020-10-01","688817b5587882b7457d5719","Vapor Barrier","not started"
"2020-10-01","688817b5587882b7457d5719","Underground Utilities","not started"
"2020-10-01","688817b5587882b7457d5719","Structural Steel","not started"
"2020-10-01","688817b5587882b7457d5719","Roofing","not started"
"2020-10-01","688817b5587882b7457d5719","Roof HVAC Units","not started"
"2020-10-01","688817b5587882b7457d5719","Roof HVAC Piping","not started"
"2020-10-01","688817b5587882b7457d5719","Tilt-Up Wall Panels","not started"
"2020-10-01","688817b5587882b7457d5719","Structural Piles","not started"
"2020-10-01","688817b5587882b7457d5719","Concrete Pour","not started"
"2020-10-01","688817b5587882b7457d5719","Concrete Formwork","not started"
"2020-10-01","688817b5587882b7457d5719","Concrete Rebar","not started"
"2020-10-01","688817b5587882b7457d5719","Concrete Foundation Pour","not started"
"2020-10-01","688817b5587882b7457d5719","Roofing Insulation","not started"
"2020-10-01","688817b5587882b7457d5719","Roofing Membrane","not started"
"2020-10-01","688816b1880b7b96b2e501b6","Excavation","in progress"
"2020-10-01","688816b1880b7b96b2e501b6","Batterboards","not started"
"2020-10-01","688816b1880b7b96b2e501b6","Vapor Barrier","not started"
"2020-10-01","688816b1880b7b96b2e501b6","Underground Utilities","not started"
"2020-10-01","688816b1880b7b96b2e501b6","Structural Steel","not started"
"2020-10-01","688816b1880b7b96b2e501b6","Roofing","not started"
"2020-10-01","688816b1880b7b96b2e501b6","Roof HVAC Units","not started"
"2020-10-01","688816b1880b7b96b2e501b6","Roof HVAC Piping","not started"
"2020-10-01","688816b1880b7b96b2e501b6","Tilt-Up Wall Panels","not started"
"2020-10-01","688816b1880b7b96b2e501b6","Structural Piles","not started"
"2020-10-01","688816b1880b7b96b2e501b6","Concrete Pour","not started"
"2020-10-01","688816b1880b7b96b2e501b6","Concrete Formwork","not started"
"2020-10-01","688816b1880b7b96b2e501b6","Concrete Rebar","not started"
"2020-10-01","688816b1880b7b96b2e501b6","Concrete Foundation Pour","not started"
"2020-10-01","688816b1880b7b96b2e501b6","Roofing Insulation","not started"
"2020-10-01","688816b1880b7b96b2e501b6","Roofing Membrane","not started"
"2020-10-01","6888113f3332fd44fd149711","Excavation","in progress"
"2020-10-01","6888113f3332fd44fd149711","Batterboards","not started"
"2020-10-01","6888113f3332fd44fd149711","Vapor Barrier","not started"
"2020-10-01","6888113f3332fd44fd149711","Underground Utilities","not started"
"2020-10-01","6888113f3332fd44fd149711","Structural Steel","not started"
"2020-10-01","6888113f3332fd44fd149711","Roofing","not started"
"2020-10-01","6888113f3332fd44fd149711","Roof HVAC Units","not started"
"2020-10-01","6888113f3332fd44fd149711","Roof HVAC Piping","not started"
"2020-10-01","6888113f3332fd44fd149711","Tilt-Up Wall Panels","not started"
"2020-10-01","6888113f3332fd44fd149711","Structural Piles","not started"
"2020-10-01","6888113f3332fd44fd149711","Concrete Pour","not started"
"2020-10-01","6888113f3332fd44fd149711","Concrete Formwork","not started"
"2020-10-01","6888113f3332fd44fd149711","Concrete Rebar","not started"
"2020-10-01","6888113f3332fd44fd149711","Concrete Foundation Pour","not started"
"2020-10-01","6888113f3332fd44fd149711","Roofing Insulation","not started"
"2020-10-01","6888113f3332fd44fd149711","Roofing Membrane","not started"
"2020-10-01","68880e35587882b7457d5701","Excavation","in progress"
"2020-10-01","68880e35587882b7457d5701","Batterboards","not started"
"2020-10-01","68880e35587882b7457d5701","Vapor Barrier","not started"
"2020-10-01","68880e35587882b7457d5701","Underground Utilities","not started"
"2020-10-01","68880e35587882b7457d5701","Structural Steel","not started"
"2020-10-01","68880e35587882b7457d5701","Roofing","not started"
"2020-10-01","68880e35587882b7457d5701","Roof HVAC Units","not started"
"2020-10-01","68880e35587882b7457d5701","Roof HVAC Piping","not started"
"2020-10-01","68880e35587882b7457d5701","Tilt-Up Wall Panels","not started"
"2020-10-01","68880e35587882b7457d5701","Structural Piles","not started"
"2020-10-01","68880e35587882b7457d5701","Concrete Pour","not started"
"2020-10-01","68880e35587882b7457d5701","Concrete Formwork","not started"
"2020-10-01","68880e35587882b7457d5701","Concrete Rebar","not started"
"2020-10-01","68880e35587882b7457d5701","Concrete Foundation Pour","not started"
"2020-10-01","68880e35587882b7457d5701","Roofing Insulation","not started"
"2020-10-01","68880e35587882b7457d5701","Roofing Membrane","not started"
"2020-10-01","68880da50f864d2881bdd80b","Excavation","in progress"
"2020-10-01","68880da50f864d2881bdd80b","Batterboards","not started"
"2020-10-01","68880da50f864d2881bdd80b","Vapor Barrier","not started"
"2020-10-01","68880da50f864d2881bdd80b","Underground Utilities","not started"
"2020-10-01","68880da50f864d2881bdd80b","Structural Steel","not started"
"2020-10-01","68880da50f864d2881bdd80b","Roofing","not started"
"2020-10-01","68880da50f864d2881bdd80b","Roof HVAC Units","not started"
"2020-10-01","68880da50f864d2881bdd80b","Roof HVAC Piping","not started"
"2020-10-01","68880da50f864d2881bdd80b","Tilt-Up Wall Panels","not started"
"2020-10-01","68880da50f864d2881bdd80b","Structural Piles","not started"
"2020-10-01","68880da50f864d2881bdd80b","Concrete Pour","not started"
"2020-10-01","68880da50f864d2881bdd80b","Concrete Formwork","not started"
"2020-10-01","68880da50f864d2881bdd80b","Concrete Rebar","not started"
"2020-10-01","68880da50f864d2881bdd80b","Concrete Foundation Pour","not started"
"2020-10-01","68880da50f864d2881bdd80b","Roofing Insulation","not started"
"2020-10-01","68880da50f864d2881bdd80b","Roofing Membrane","not started"
"2020-10-01","6849c2e7f11830b69fc3882e","Excavation","in progress"
"2020-10-01","6849c2e7f11830b69fc3882e","Batterboards","not started"
"2020-10-01","6849c2e7f11830b69fc3882e","Vapor Barrier","not started"
"2020-10-01","6849c2e7f11830b69fc3882e","Underground Utilities","not started"
"2020-10-01","6849c2e7f11830b69fc3882e","Structural Steel","not started"
"2020-10-01","6849c2e7f11830b69fc3882e","Roofing","not started"
"2020-10-01","6849c2e7f11830b69fc3882e","Roof HVAC Units","not started"
"2020-10-01","6849c2e7f11830b69fc3882e","Roof HVAC Piping","not started"
"2020-10-01","6849c2e7f11830b69fc3882e","Tilt-Up Wall Panels","not started"
"2020-10-01","6849c2e7f11830b69fc3882e","Structural Piles","not started"
"2020-10-01","6849c2e7f11830b69fc3882e","Concrete Pour","not started"
"2020-10-01","6849c2e7f11830b69fc3882e","Concrete Formwork","not started"
"2020-10-01","6849c2e7f11830b69fc3882e","Concrete Rebar","not started"
"2020-10-01","6849c2e7f11830b69fc3882e","Concrete Foundation Pour","not started"
"2020-10-01","6849c2e7f11830b69fc3882e","Roofing Insulation","not started"
"2020-10-01","6849c2e7f11830b69fc3882e","Roofing Membrane","not started"
"2020-10-01","6849c2b8091fc596463ede32","Excavation","in progress"
"2020-10-01","6849c2b8091fc596463ede32","Batterboards","not started"
"2020-10-01","6849c2b8091fc596463ede32","Vapor Barrier","not started"
"2020-10-01","6849c2b8091fc596463ede32","Underground Utilities","not started"
"2020-10-01","6849c2b8091fc596463ede32","Structural Steel","not started"
"2020-10-01","6849c2b8091fc596463ede32","Roofing","not started"
"2020-10-01","6849c2b8091fc596463ede32","Roof HVAC Units","not started"
"2020-10-01","6849c2b8091fc596463ede32","Roof HVAC Piping","not started"
"2020-10-01","6849c2b8091fc596463ede32","Tilt-Up Wall Panels","not started"
"2020-10-01","6849c2b8091fc596463ede32","Structural Piles","not started"
"2020-10-01","6849c2b8091fc596463ede32","Concrete Pour","not started"
"2020-10-01","6849c2b8091fc596463ede32","Concrete Formwork","not started"
"2020-10-01","6849c2b8091fc596463ede32","Concrete Rebar","not started"
"2020-10-01","6849c2b8091fc596463ede32","Concrete Foundation Pour","not started"
"2020-10-01","6849c2b8091fc596463ede32","Roofing Insulation","not started"
"2020-10-01","6849c2b8091fc596463ede32","Roofing Membrane","not started"
"2020-10-01","65205c97d53f42fcbda0bcf1","Excavation","in progress"
"2020-10-01","65205c97d53f42fcbda0bcf1","Batterboards","not started"
"2020-10-01","65205c97d53f42fcbda0bcf1","Vapor Barrier","not started"
"2020-10-01","65205c97d53f42fcbda0bcf1","Underground Utilities","not started"
"2020-10-01","65205c97d53f42fcbda0bcf1","Structural Steel","not started"
"2020-10-01","65205c97d53f42fcbda0bcf1","Roofing","not started"
"2020-10-01","65205c97d53f42fcbda0bcf1","Roof HVAC Units","not started"
"2020-10-01","65205c97d53f42fcbda0bcf1","Roof HVAC Piping","not started"
"2020-10-01","65205c97d53f42fcbda0bcf1","Tilt-Up Wall Panels","not started"
"2020-10-01","65205c97d53f42fcbda0bcf1","Structural Piles","not started"
"2020-10-01","65205c97d53f42fcbda0bcf1","Concrete Pour","not started"
"2020-10-01","65205c97d53f42fcbda0bcf1","Concrete Formwork","not started"
"2020-10-01","65205c97d53f42fcbda0bcf1","Concrete Rebar","not started"
"2020-10-01","65205c97d53f42fcbda0bcf1","Concrete Foundation Pour","not started"
"2020-10-01","65205c97d53f42fcbda0bcf1","Roofing Insulation","not started"
"2020-10-01","65205c97d53f42fcbda0bcf1","Roofing Membrane","not started"
"2020-10-01","65205c97d53f42fcbda0bcef","Excavation","not started"
"2020-10-01","65205c97d53f42fcbda0bcef","Batterboards","not started"
"2020-10-01","65205c97d53f42fcbda0bcef","Vapor Barrier","not started"
"2020-10-01","65205c97d53f42fcbda0bcef","Underground Utilities","not started"
"2020-10-01","65205c97d53f42fcbda0bcef","Structural Steel","not started"
"2020-10-01","65205c97d53f42fcbda0bcef","Roofing","not started"
"2020-10-01","65205c97d53f42fcbda0bcef","Roof HVAC Units","not started"
"2020-10-01","65205c97d53f42fcbda0bcef","Roof HVAC Piping","not started"
"2020-10-01","65205c97d53f42fcbda0bcef","Tilt-Up Wall Panels","not started"
"2020-10-01","65205c97d53f42fcbda0bcef","Structural Piles","not started"
"2020-10-01","65205c97d53f42fcbda0bcef","Concrete Pour","not started"
"2020-10-01","65205c97d53f42fcbda0bcef","Concrete Formwork","not started"
"2020-10-01","65205c97d53f42fcbda0bcef","Concrete Rebar","not started"
"2020-10-01","65205c97d53f42fcbda0bcef","Concrete Foundation Pour","not started"
"2020-10-01","65205c97d53f42fcbda0bcef","Roofing Insulation","not started"
"2020-10-01","65205c97d53f42fcbda0bcef","Roofing Membrane","not started"
"2020-10-01","65205c97d53f42fcbda0bcee","Excavation","in progress"
"2020-10-01","65205c97d53f42fcbda0bcee","Batterboards","not started"
"2020-10-01","65205c97d53f42fcbda0bcee","Vapor Barrier","not started"
"2020-10-01","65205c97d53f42fcbda0bcee","Underground Utilities","not started"
"2020-10-01","65205c97d53f42fcbda0bcee","Structural Steel","not started"
"2020-10-01","65205c97d53f42fcbda0bcee","Roofing","not started"
"2020-10-01","65205c97d53f42fcbda0bcee","Roof HVAC Units","not started"
"2020-10-01","65205c97d53f42fcbda0bcee","Roof HVAC Piping","not started"
"2020-10-01","65205c97d53f42fcbda0bcee","Tilt-Up Wall Panels","not started"
"2020-10-01","65205c97d53f42fcbda0bcee","Structural Piles","not started"
"2020-10-01","65205c97d53f42fcbda0bcee","Concrete Pour","not started"
"2020-10-01","65205c97d53f42fcbda0bcee","Concrete Formwork","not started"
"2020-10-01","65205c97d53f42fcbda0bcee","Concrete Rebar","not started"
"2020-10-01","65205c97d53f42fcbda0bcee","Concrete Foundation Pour","not started"
"2020-10-01","65205c97d53f42fcbda0bcee","Roofing Insulation","not started"
"2020-10-01","65205c97d53f42fcbda0bcee","Roofing Membrane","not started"
"2020-10-01","65205c97d53f42fcbda0bced","Excavation","in progress"
"2020-10-01","65205c97d53f42fcbda0bced","Batterboards","not started"
"2020-10-01","65205c97d53f42fcbda0bced","Vapor Barrier","not started"
"2020-10-01","65205c97d53f42fcbda0bced","Underground Utilities","not started"
"2020-10-01","65205c97d53f42fcbda0bced","Structural Steel","not started"
"2020-10-01","65205c97d53f42fcbda0bced","Roofing","not started"
"2020-10-01","65205c97d53f42fcbda0bced","Roof HVAC Units","not started"
"2020-10-01","65205c97d53f42fcbda0bced","Roof HVAC Piping","not started"
"2020-10-01","65205c97d53f42fcbda0bced","Tilt-Up Wall Panels","not started"
"2020-10-01","65205c97d53f42fcbda0bced","Structural Piles","not started"
"2020-10-01","65205c97d53f42fcbda0bced","Concrete Pour","not started"
"2020-10-01","65205c97d53f42fcbda0bced","Concrete Formwork","not started"
"2020-10-01","65205c97d53f42fcbda0bced","Concrete Rebar","not started"
"2020-10-01","65205c97d53f42fcbda0bced","Concrete Foundation Pour","not started"
"2020-10-01","65205c97d53f42fcbda0bced","Roofing Insulation","not started"
"2020-10-01","65205c97d53f42fcbda0bced","Roofing Membrane","not started"
"2020-10-15","68b36de0b21b124f0d3682b3","Excavation","in progress"
"2020-10-15","68b36de0b21b124f0d3682b3","Batterboards","not started"
"2020-10-15","68b36de0b21b124f0d3682b3","Vapor Barrier","not started"
"2020-10-15","68b36de0b21b124f0d3682b3","Underground Utilities","not started"
"2020-10-15","68b36de0b21b124f0d3682b3","Structural Steel","not started"
"2020-10-15","68b36de0b21b124f0d3682b3","Roofing","not started"
"2020-10-15","68b36de0b21b124f0d3682b3","Roof HVAC Units","not started"
"2020-10-15","68b36de0b21b124f0d3682b3","Roof HVAC Piping","not started"
"2020-10-15","68b36de0b21b124f0d3682b3","Tilt-Up Wall Panels","not started"
"2020-10-15","68b36de0b21b124f0d3682b3","Structural Piles","not started"
"2020-10-15","68b36de0b21b124f0d3682b3","Concrete Pour","not started"
"2020-10-15","68b36de0b21b124f0d3682b3","Concrete Formwork","not started"
"2020-10-15","68b36de0b21b124f0d3682b3","Concrete Rebar","not started"
"2020-10-15","68b36de0b21b124f0d3682b3","Concrete Foundation Pour","not started"
"2020-10-15","68b36de0b21b124f0d3682b3","Roofing Insulation","not started"
"2020-10-15","68b36de0b21b124f0d3682b3","Roofing Membrane","not started"
"2020-10-15","68b36d776244a70cf6b13b7c","Excavation","in progress"
"2020-10-15","68b36d776244a70cf6b13b7c","Batterboards","not started"
"2020-10-15","68b36d776244a70cf6b13b7c","Vapor Barrier","not started"
"2020-10-15","68b36d776244a70cf6b13b7c","Underground Utilities","not started"
"2020-10-15","68b36d776244a70cf6b13b7c","Structural Steel","not started"
"2020-10-15","68b36d776244a70cf6b13b7c","Roofing","not started"
"2020-10-15","68b36d776244a70cf6b13b7c","Roof HVAC Units","not started"
"2020-10-15","68b36d776244a70cf6b13b7c","Roof HVAC Piping","not started"
"2020-10-15","68b36d776244a70cf6b13b7c","Tilt-Up Wall Panels","not started"
"2020-10-15","68b36d776244a70cf6b13b7c","Structural Piles","not started"
"2020-10-15","68b36d776244a70cf6b13b7c","Concrete Pour","not started"
